sent-id,regression,SVM,MLP,RF,all_true,all_false,one_true
27303,False,True,False,True,False,False,False
12287,False,False,True,False,False,False,True
1770,True,False,False,False,False,False,True
26886,True,False,True,True,False,False,False
29283,True,False,True,True,False,False,False
38789,True,False,False,False,False,False,True
26990,True,False,True,True,False,False,False
12344,True,False,True,True,False,False,False
1918,True,False,True,True,False,False,False
27099,True,False,True,True,False,False,False
1061,True,False,True,True,False,False,False
12334,False,False,False,False,False,True,False
1036,False,False,True,False,False,False,True
29459,False,True,False,False,False,False,True
42477,False,False,False,False,False,True,False
9683,False,False,True,False,False,False,True
27080,True,False,True,True,False,False,False
29218,False,True,False,True,False,False,False
12480,False,False,False,False,False,True,False
29630,True,False,True,True,False,False,False
9740,False,False,False,False,False,True,False
10028,True,True,False,False,False,False,False
1423,True,False,True,True,False,False,False
27199,False,True,False,True,False,False,False
1972,False,False,False,False,False,True,False
10129,True,False,True,True,False,False,False
2086,False,False,True,False,False,False,True
1995,False,False,True,False,False,False,True
29391,False,True,False,False,False,False,True
27032,True,False,True,True,False,False,False
42394,True,True,True,True,True,False,False
12467,True,False,True,True,False,False,False
12240,False,False,False,False,False,True,False
26867,True,True,False,True,False,False,False
9852,False,False,False,True,False,False,True
1342,False,False,False,True,False,False,True
1122,True,False,False,False,False,False,True
1187,True,False,True,True,False,False,False
12562,True,False,True,True,False,False,False
12340,False,False,False,True,False,False,True
29276,True,False,True,True,False,False,False
12521,False,False,False,False,False,True,False
1272,True,False,True,True,False,False,False
10015,True,False,True,True,False,False,False
29290,True,True,False,True,False,False,False
9817,True,False,False,False,False,False,True
42213,False,False,False,True,False,False,True
42072,True,True,True,True,True,False,False
27301,True,False,True,True,False,False,False
12354,False,False,False,False,False,True,False
12482,True,False,True,True,False,False,False
29501,False,False,False,False,False,True,False
29544,False,False,False,False,False,True,False
1244,True,False,True,True,False,False,False
27028,True,False,True,False,False,False,False
26860,True,False,True,True,False,False,False
12091,True,False,True,True,False,False,False
29695,True,False,True,True,False,False,False
29618,True,True,False,True,False,False,False
1875,True,False,True,True,False,False,False
42230,True,True,True,True,True,False,False
1385,True,False,True,True,False,False,False
10097,False,False,False,False,False,True,False
29626,False,False,True,True,False,False,False
1880,False,False,True,False,False,False,True
1136,False,False,False,False,False,True,False
2131,True,False,False,True,False,False,False
12273,True,False,True,True,False,False,False
9825,True,False,True,True,False,False,False
27073,False,True,False,True,False,False,False
10157,False,False,True,True,False,False,False
27237,True,True,False,False,False,False,False
27203,True,False,True,True,False,False,False
9716,True,False,True,True,False,False,False
1944,True,False,True,True,False,False,False
1885,True,False,True,True,False,False,False
1928,False,False,False,True,False,False,True
27095,False,True,False,False,False,False,True
27138,True,False,True,True,False,False,False
9673,True,False,True,True,False,False,False
1159,True,False,True,True,False,False,False
42115,True,True,True,True,True,False,False
2094,False,False,False,True,False,False,True
12474,False,False,False,False,False,True,False
1094,True,False,True,True,False,False,False
42328,True,True,True,True,True,False,False
12217,True,False,True,True,False,False,False
27332,True,False,False,False,False,False,True
1896,False,False,False,False,False,True,False
9775,False,False,False,True,False,False,True
1778,False,False,False,True,False,False,True
42249,True,True,True,True,True,False,False
29483,True,False,True,True,False,False,False
29583,True,False,True,True,False,False,False
42102,True,True,True,True,True,False,False
9984,False,False,False,True,False,False,True
42210,False,False,False,False,False,True,False
29644,True,True,False,False,False,False,False
1712,True,False,True,True,False,False,False
1754,False,False,False,False,False,True,False
1047,True,False,True,True,False,False,False
9762,True,False,True,True,False,False,False
42188,False,False,False,False,False,True,False
12404,True,False,True,True,False,False,False
1899,False,False,True,True,False,False,False
27275,False,True,False,False,False,False,True
26891,True,False,False,True,False,False,False
29663,False,False,True,False,False,False,True
26908,True,False,True,True,False,False,False
2144,False,False,False,False,False,True,False
29458,True,False,False,False,False,False,True
1851,False,False,False,True,False,False,True
42358,True,True,True,True,True,False,False
12465,False,False,True,False,False,False,True
12183,True,False,True,True,False,False,False
27175,True,False,True,True,False,False,False
1850,True,False,True,True,False,False,False
12187,True,False,True,False,False,False,False
1293,True,False,False,True,False,False,False
1068,True,False,True,True,False,False,False
27000,False,True,False,True,False,False,False
26986,False,False,True,True,False,False,False
26920,True,True,False,False,False,False,False
9734,True,False,True,True,False,False,False
12270,True,False,True,True,False,False,False
27094,True,False,True,True,False,False,False
9785,False,False,False,False,False,True,False
26910,False,True,False,False,False,False,True
42474,False,False,False,False,False,True,False
42197,False,False,False,False,False,True,False
2049,True,False,True,False,False,False,False
29224,False,True,False,False,False,False,True
27077,True,False,True,True,False,False,False
12083,True,False,False,False,False,False,True
1126,False,False,False,False,False,True,False
1462,True,False,True,True,False,False,False
10085,True,False,True,True,False,False,False
1474,True,False,True,True,False,False,False
42031,False,False,False,False,False,True,False
2118,True,False,False,True,False,False,False
42036,False,False,False,False,False,True,False
1160,True,False,False,False,False,False,True
42142,True,True,True,True,True,False,False
26898,True,False,True,True,False,False,False
1370,True,False,True,True,False,False,False
12267,True,False,True,True,False,False,False
12152,False,False,True,True,False,False,False
10108,True,False,True,True,False,False,False
1235,True,False,False,False,False,False,True
26899,True,False,True,True,False,False,False
29645,True,True,False,True,False,False,False
29358,True,False,True,True,False,False,False
42488,True,True,True,True,True,False,False
12277,True,False,True,True,False,False,False
1055,False,False,True,False,False,False,True
10135,True,False,True,True,False,False,False
1274,True,False,True,True,False,False,False
29638,False,False,False,False,False,True,False
12503,True,False,True,True,False,False,False
42138,True,True,True,True,True,False,False
12268,True,False,True,True,False,False,False
10140,False,False,False,False,False,True,False
29499,True,False,True,True,False,False,False
12323,True,False,False,False,False,False,True
1156,True,False,True,True,False,False,False
29639,False,True,False,False,False,False,True
1005,False,False,False,False,False,True,False
42044,True,True,True,True,True,False,False
29498,False,False,True,False,False,False,True
42199,True,True,True,True,True,False,False
42251,True,True,True,True,True,False,False
9729,True,False,True,True,False,False,False
9906,True,False,True,True,False,False,False
27255,False,False,False,False,False,True,False
29236,False,True,False,False,False,False,True
26953,False,True,False,False,False,False,True
29569,True,False,True,True,False,False,False
9923,True,False,False,True,False,False,False
9851,True,False,True,True,False,False,False
10014,True,False,True,True,False,False,False
12304,True,False,True,True,False,False,False
27049,True,False,True,True,False,False,False
9968,True,False,False,False,False,False,True
29511,True,False,True,True,False,False,False
1887,False,False,False,True,False,False,True
10103,False,False,False,False,False,True,False
1759,False,False,True,False,False,False,True
10058,False,False,False,False,False,True,False
12097,False,False,False,True,False,False,True
9993,False,False,False,False,False,True,False
29364,True,False,True,True,False,False,False
1666,True,False,False,True,False,False,False
42319,False,False,False,False,False,True,False
2037,True,False,True,True,False,False,False
29438,True,False,True,True,False,False,False
1904,False,False,False,False,False,True,False
2115,True,False,True,True,False,False,False
12243,True,False,False,True,False,False,False
29367,False,False,True,True,False,False,False
26974,True,False,True,True,False,False,False
1143,True,False,False,True,False,False,False
9766,False,False,False,False,False,True,False
1418,True,False,True,True,False,False,False
9843,True,False,True,True,False,False,False
2056,True,False,True,True,False,False,False
42391,False,False,False,True,False,False,True
1870,False,False,True,True,False,False,False
29297,True,False,True,True,False,False,False
2142,True,False,True,True,False,False,False
10165,True,False,True,True,False,False,False
29632,False,True,False,False,False,False,True
12417,True,False,True,True,False,False,False
9862,True,False,True,False,False,False,False
1665,True,False,True,True,False,False,False
29658,True,False,True,True,False,False,False
2107,True,False,False,True,False,False,False
27109,False,True,False,True,False,False,False
10090,True,False,True,True,False,False,False
9977,False,False,True,True,False,False,False
1813,True,False,True,True,False,False,False
12405,False,False,False,True,False,False,True
29414,True,False,True,True,False,False,False
12233,False,False,False,False,False,True,False
12284,True,False,False,False,False,False,True
27225,False,True,False,False,False,False,True
42396,True,True,True,True,True,False,False
1651,True,False,True,True,False,False,False
10061,True,False,False,False,False,False,True
29335,False,True,False,False,False,False,True
42406,True,True,True,True,True,False,False
9990,True,False,True,True,False,False,False
1451,False,False,True,False,False,False,True
27066,True,False,True,True,False,False,False
9903,False,False,False,False,False,True,False
27108,False,True,False,True,False,False,False
42179,True,True,True,True,True,False,False
42425,True,True,True,True,True,False,False
1822,False,False,False,True,False,False,True
1405,True,False,True,True,False,False,False
10128,True,False,True,True,False,False,False
12431,True,False,True,False,False,False,False
12424,True,False,False,False,False,False,True
12070,True,False,True,True,False,False,False
2087,True,False,True,True,False,False,False
9922,True,False,True,True,False,False,False
27210,True,False,True,False,False,False,False
1226,True,False,True,True,False,False,False
1797,True,False,True,True,False,False,False
12317,True,False,True,True,False,False,False
42054,True,True,True,True,True,False,False
9945,True,False,True,True,False,False,False
12305,True,False,True,True,False,False,False
1876,True,False,True,True,False,False,False
12178,True,False,True,True,False,False,False
2020,True,False,False,False,False,False,True
27334,True,False,False,False,False,False,True
9863,False,False,False,False,False,True,False
1211,False,False,False,False,False,True,False
2071,False,False,False,True,False,False,True
1691,True,False,True,True,False,False,False
1877,True,False,False,True,False,False,False
42478,True,True,True,True,True,False,False
2112,False,False,False,True,False,False,True
29525,True,False,True,True,False,False,False
12205,False,False,False,False,False,True,False
29491,False,True,False,False,False,False,True
42037,True,True,True,True,True,False,False
42294,True,True,True,False,False,False,False
9758,True,False,True,True,False,False,False
1204,True,False,True,True,False,False,False
42135,True,True,True,True,True,False,False
27041,True,False,True,True,False,False,False
1189,True,False,True,True,False,False,False
1065,False,False,False,True,False,False,True
12075,True,False,True,True,False,False,False
26863,True,False,True,True,False,False,False
1920,False,False,False,False,False,True,False
12446,True,False,False,False,False,False,True
26906,True,False,True,True,False,False,False
10056,False,False,True,False,False,False,True
29474,False,True,False,False,False,False,True
1429,True,False,True,True,False,False,False
5067,True,False,True,True,False,False,False
29259,False,True,False,True,False,False,False
1216,False,False,False,False,False,True,False
12201,True,False,True,True,False,False,False
12093,True,False,True,True,False,False,False
1654,True,False,True,True,False,False,False
42368,False,False,False,False,False,True,False
27342,True,False,True,True,False,False,False
12159,True,False,True,True,False,False,False
10080,True,False,True,True,False,False,False
10137,False,False,False,True,False,False,True
1761,False,False,False,False,False,True,False
29325,True,False,True,True,False,False,False
27294,False,True,False,True,False,False,False
29329,True,False,True,True,False,False,False
9872,True,False,False,True,False,False,False
9670,True,False,True,True,False,False,False
1686,True,False,True,True,False,False,False
1164,False,False,True,True,False,False,False
10001,False,False,False,False,False,True,False
2008,True,False,True,True,False,False,False
42246,True,True,True,True,True,False,False
29307,True,False,True,True,False,False,False
26962,True,False,True,True,False,False,False
29536,True,False,True,True,False,False,False
1779,True,False,False,False,False,False,True
29317,True,False,True,True,False,False,False
12212,True,False,False,True,False,False,False
12095,True,False,True,True,False,False,False
12355,True,False,True,True,False,False,False
26896,True,False,True,True,False,False,False
42490,True,True,True,True,True,False,False
29559,True,False,True,True,False,False,False
26931,True,False,True,True,False,False,False
27245,True,False,True,True,False,False,False
1834,True,False,False,False,False,False,True
12324,False,False,False,False,False,True,False
12234,True,False,True,True,False,False,False
2099,True,False,True,True,False,False,False
12471,False,False,False,False,False,True,False
29710,True,False,True,True,False,False,False
9814,True,False,False,False,False,False,True
12427,True,False,True,True,False,False,False
26903,True,False,True,True,False,False,False
27250,True,False,True,True,False,False,False
26923,True,True,False,False,False,False,False
26880,True,False,True,True,False,False,False
1803,True,False,False,True,False,False,False
27082,True,False,True,True,False,False,False
1163,False,False,False,False,False,True,False
12074,True,False,True,True,False,False,False
1341,False,False,False,False,False,True,False
1138,False,False,False,True,False,False,True
2126,False,False,True,False,False,False,True
42487,False,False,False,False,False,True,False
29234,False,False,False,False,False,True,False
2048,True,False,False,False,False,False,True
2110,False,False,False,True,False,False,True
12545,True,False,True,True,False,False,False
42416,True,True,True,True,True,False,False
41996,True,True,True,True,True,False,False
27283,True,False,True,True,False,False,False
26975,False,True,False,True,False,False,False
12102,True,False,False,True,False,False,False
1478,True,False,True,True,False,False,False
26970,True,False,True,True,False,False,False
42092,True,True,True,True,True,False,False
42492,True,True,True,True,True,False,False
1083,False,False,True,False,False,False,True
42150,False,False,False,True,False,False,True
12423,False,False,True,False,False,False,True
1477,False,False,True,False,False,False,True
42125,True,True,True,True,True,False,False
12407,True,False,True,True,False,False,False
42473,False,False,False,False,False,True,False
1956,True,False,False,True,False,False,False
12134,True,False,True,True,False,False,False
12363,False,False,False,True,False,False,True
1484,True,False,False,False,False,False,True
26907,True,False,True,True,False,False,False
9755,True,False,True,True,False,False,False
42500,True,True,True,True,True,False,False
27064,True,False,True,True,False,False,False
26869,False,True,False,False,False,False,True
29494,True,False,True,True,False,False,False
29433,True,False,True,True,False,False,False
12377,True,False,True,True,False,False,False
42390,True,True,True,True,True,False,False
42311,True,True,True,True,True,False,False
1729,True,False,True,True,False,False,False
1436,False,False,False,False,False,True,False
2036,True,False,False,False,False,False,True
26913,True,True,False,True,False,False,False
42018,True,True,True,True,True,False,False
1339,True,False,True,True,False,False,False
42013,False,False,False,False,False,True,False
12131,False,False,False,False,False,True,False
29567,True,False,True,True,False,False,False
1108,False,False,True,True,False,False,False
1013,False,False,False,False,False,True,False
9752,True,False,False,True,False,False,False
9997,False,False,False,False,False,True,False
12262,True,False,True,True,False,False,False
10089,True,False,True,True,False,False,False
1432,False,False,True,True,False,False,False
1334,True,False,True,True,False,False,False
12507,True,False,True,True,False,False,False
1948,True,False,False,False,False,False,True
10145,False,False,False,False,False,True,False
9964,True,False,True,True,False,False,False
12558,True,False,True,True,False,False,False
26952,True,False,True,True,False,False,False
1332,True,False,True,True,False,False,False
42351,True,True,True,True,True,False,False
26981,False,False,True,True,False,False,False
29217,True,False,True,True,False,False,False
9994,False,False,False,False,False,True,False
1998,True,False,False,True,False,False,False
12141,False,False,True,False,False,False,True
1947,True,False,True,True,False,False,False
29676,True,False,False,False,False,False,True
42468,False,False,False,False,False,True,False
29256,True,False,True,True,False,False,False
27036,False,False,False,False,False,True,False
12231,True,False,False,False,False,False,True
1310,True,False,True,True,False,False,False
1185,False,False,False,True,False,False,True
42239,True,True,True,True,True,False,False
29489,True,False,True,True,False,False,False
12171,True,False,True,True,False,False,False
10114,False,False,True,True,False,False,False
1653,True,False,True,True,False,False,False
10133,False,False,False,False,False,True,False
29700,False,True,False,False,False,False,True
12379,True,False,True,True,False,False,False
42401,True,True,True,True,True,False,False
2128,True,False,True,False,False,False,False
42146,True,True,True,True,True,False,False
1168,True,False,True,False,False,False,False
9694,False,False,True,False,False,False,True
26902,True,False,True,True,False,False,False
27280,False,True,False,False,False,False,True
12085,False,False,True,False,False,False,True
29254,True,False,True,True,False,False,False
2146,False,False,False,False,False,True,False
1973,True,False,False,False,False,False,True
27017,True,False,True,True,False,False,False
1997,True,False,True,True,False,False,False
1406,True,False,True,True,False,False,False
42083,False,False,False,False,False,True,False
42499,True,True,True,True,True,False,False
29526,False,True,False,False,False,False,True
9764,False,False,False,True,False,False,True
42318,True,True,True,True,True,False,False
1195,False,False,True,True,False,False,False
1674,True,False,True,True,False,False,False
42156,True,True,True,False,False,False,False
10066,True,False,False,False,False,False,True
12511,True,False,True,False,False,False,False
42302,False,False,False,True,False,False,True
27133,True,False,True,True,False,False,False
1035,False,False,True,False,False,False,True
10057,True,False,True,True,False,False,False
42141,True,True,True,True,True,False,False
9690,True,False,True,True,False,False,False
10029,True,False,True,False,False,False,False
1239,True,False,True,False,False,False,False
42448,True,True,True,True,True,False,False
12352,True,False,True,True,False,False,False
29264,True,False,True,True,False,False,False
1077,False,False,False,False,False,True,False
1165,True,False,True,True,False,False,False
42096,False,False,False,False,False,True,False
29404,True,False,True,True,False,False,False
42413,True,True,True,True,True,False,False
42496,True,True,True,True,True,False,False
9902,False,False,False,False,False,True,False
42076,True,True,True,True,True,False,False
2093,False,False,False,True,False,False,True
42192,True,True,True,True,True,False,False
29611,True,False,True,True,False,False,False
1673,False,False,False,True,False,False,True
9776,False,False,True,False,False,False,True
29357,True,False,True,True,False,False,False
12458,True,False,True,True,False,False,False
9726,False,False,False,False,False,True,False
29692,False,True,False,True,False,False,False
1069,True,False,True,True,False,False,False
1032,False,False,False,False,False,True,False
1280,True,False,True,True,False,False,False
2023,True,False,True,True,False,False,False
12358,True,False,True,True,False,False,False
27013,True,False,True,True,False,False,False
26897,True,False,True,True,False,False,False
26856,False,True,False,True,False,False,False
9907,False,False,False,False,False,True,False
1196,False,False,False,False,False,True,False
9998,False,False,False,True,False,False,True
29227,True,False,True,True,False,False,False
1882,False,False,True,True,False,False,False
29505,True,False,True,True,False,False,False
9761,True,False,True,True,False,False,False
42238,True,False,False,True,False,False,False
27107,True,False,True,True,False,False,False
1738,True,False,True,True,False,False,False
26927,False,False,True,True,False,False,False
42263,True,True,True,True,True,False,False
12495,False,False,False,True,False,False,True
1038,False,False,True,True,False,False,False
9905,True,False,True,True,False,False,False
9682,False,False,False,True,False,False,True
1364,True,False,True,True,False,False,False
29656,False,True,False,False,False,False,True
40092,True,True,True,True,True,False,False
12374,True,False,True,True,False,False,False
26895,True,False,True,False,False,False,False
1475,False,False,False,False,False,True,False
5064,False,False,False,True,False,False,True
12502,False,False,True,False,False,False,True
27125,False,True,False,True,False,False,False
1378,True,False,True,True,False,False,False
12110,True,False,False,True,False,False,False
42184,True,True,True,True,True,False,False
26973,False,True,False,False,False,False,True
29239,False,True,False,True,False,False,False
27181,True,False,True,True,False,False,False
29572,True,False,True,True,False,False,False
27189,False,True,False,False,False,False,True
42451,True,False,False,False,False,False,True
1086,False,False,True,False,False,False,True
27233,True,False,True,True,False,False,False
1856,True,False,True,True,False,False,False
42366,True,True,True,True,True,False,False
10026,False,False,True,False,False,False,True
29477,False,True,False,True,False,False,False
42120,True,True,True,True,True,False,False
12489,False,True,False,False,False,False,True
12125,True,False,False,True,False,False,False
42190,False,False,False,True,False,False,True
10062,True,False,True,True,False,False,False
1698,False,False,False,False,False,True,False
12433,True,False,True,True,False,False,False
9919,True,False,False,False,False,False,True
10162,True,False,True,True,False,False,False
29425,True,False,True,True,False,False,False
29382,False,True,False,True,False,False,False
29253,False,True,False,True,False,False,False
26855,True,False,True,True,False,False,False
29519,True,False,True,False,False,False,False
42345,True,False,False,False,False,False,True
12146,True,False,True,True,False,False,False
1701,True,False,True,True,False,False,False
27079,True,False,True,False,False,False,False
1290,True,False,True,True,False,False,False
9941,True,False,False,True,False,False,False
12456,True,False,False,False,False,False,True
2153,True,False,True,True,False,False,False
9889,True,False,False,True,False,False,False
42160,True,True,True,True,True,False,False
42133,True,True,True,True,True,False,False
26939,False,False,True,True,False,False,False
1460,True,False,True,True,False,False,False
1480,True,False,True,True,False,False,False
9952,False,False,False,True,False,False,True
12452,True,False,True,True,False,False,False
12421,False,False,False,False,False,True,False
42244,False,False,False,True,False,False,True
29485,True,False,True,True,False,False,False
1849,False,False,False,False,False,True,False
42119,True,True,True,True,True,False,False
42355,True,True,True,True,True,False,False
10151,True,False,False,False,False,False,True
29449,True,False,True,True,False,False,False
42491,False,False,False,True,False,False,True
29299,False,True,False,True,False,False,False
12213,True,False,True,True,False,False,False
26887,True,False,True,True,False,False,False
1775,True,False,False,False,False,False,True
1488,False,False,False,True,False,False,True
29268,True,False,True,True,False,False,False
29272,True,False,True,True,False,False,False
1106,False,False,False,True,False,False,True
12505,True,False,True,True,False,False,False
12360,True,False,True,True,False,False,False
27157,True,False,True,True,False,False,False
12115,True,False,False,False,False,False,True
29295,True,False,True,True,False,False,False
1330,True,False,True,True,False,False,False
12230,False,True,False,False,False,False,True
12166,True,False,True,True,False,False,False
27179,True,False,False,True,False,False,False
9837,True,False,True,True,False,False,False
12342,True,False,False,False,False,False,True
42111,False,True,True,True,False,False,False
10019,False,False,True,True,False,False,False
29476,True,True,False,True,False,False,False
27312,True,False,True,True,False,False,False
12192,True,False,True,True,False,False,False
42223,True,True,True,True,True,False,False
2040,True,False,True,True,False,False,False
1829,True,False,True,True,False,False,False
27289,True,False,True,True,False,False,False
29373,False,True,False,False,False,False,True
26930,True,False,True,True,False,False,False
1771,False,False,False,False,False,True,False
1958,True,False,True,True,False,False,False
2119,True,False,False,False,False,False,True
42017,False,False,False,True,False,False,True
42174,False,False,False,True,False,False,True
26938,True,True,False,True,False,False,False
12393,False,False,False,False,False,True,False
1668,True,False,True,True,False,False,False
27068,True,False,True,True,False,False,False
12459,True,False,True,True,False,False,False
9971,False,False,False,True,False,False,True
29551,True,False,True,True,False,False,False
29455,False,False,False,False,False,True,False
12410,True,False,True,False,False,False,False
29360,True,False,True,True,False,False,False
26872,False,True,False,False,False,False,True
26905,True,False,True,True,False,False,False
42057,False,False,False,False,False,True,False
12366,False,False,False,True,False,False,True
12565,True,False,True,True,False,False,False
1170,True,False,False,False,False,False,True
12189,True,False,False,True,False,False,False
12353,True,False,False,False,False,False,True
10126,True,False,True,True,False,False,False
12556,True,False,True,False,False,False,False
2072,True,False,True,True,False,False,False
29462,True,False,False,False,False,False,True
42245,False,False,False,False,False,True,False
27040,True,False,True,True,False,False,False
9691,True,False,False,True,False,False,False
1852,True,False,False,True,False,False,False
27069,True,False,True,True,False,False,False
12307,True,False,True,False,False,False,False
12302,True,False,True,True,False,False,False
27344,True,False,True,True,False,False,False
12104,False,False,True,True,False,False,False
27195,True,False,True,True,False,False,False
42469,False,False,False,False,False,True,False
42341,True,True,True,True,True,False,False
42236,True,False,False,True,False,False,False
26946,True,False,True,True,False,False,False
10059,True,False,True,True,False,False,False
9847,False,False,False,True,False,False,True
1854,True,False,False,True,False,False,False
1229,False,False,False,True,False,False,True
1926,True,False,True,True,False,False,False
12530,True,False,False,True,False,False,False
29450,True,True,False,True,False,False,False
42444,True,True,True,True,True,False,False
29609,True,False,True,True,False,False,False
29662,True,False,True,True,False,False,False
29269,True,False,True,True,False,False,False
10046,False,False,False,False,False,True,False
10065,False,False,False,False,False,True,False
42255,True,True,True,True,True,False,False
1428,True,False,True,True,False,False,False
10130,True,False,True,True,False,False,False
995,True,False,True,True,False,False,False
29480,True,True,False,True,False,False,False
1355,True,False,False,True,False,False,False
12506,True,False,True,True,False,False,False
42208,False,False,False,False,False,True,False
12372,True,False,False,True,False,False,False
42153,True,True,True,True,True,False,False
29545,True,False,True,True,False,False,False
29444,True,False,True,True,False,False,False
29302,False,True,False,True,False,False,False
27329,True,False,True,True,False,False,False
42383,True,True,True,True,True,False,False
41023,True,True,True,True,True,False,False
42158,True,True,True,True,True,False,False
12139,False,False,True,True,False,False,False
29541,True,False,True,True,False,False,False
1815,True,False,True,True,False,False,False
42287,False,False,False,True,False,False,True
29522,False,True,False,True,False,False,False
9769,True,False,True,True,False,False,False
1162,True,False,True,True,False,False,False
12413,True,False,True,False,False,False,False
42086,False,False,False,False,False,True,False
26960,False,False,False,False,False,True,False
9989,False,False,True,False,False,False,True
12237,True,False,False,True,False,False,False
27118,True,False,True,True,False,False,False
12329,True,False,False,False,False,False,True
10034,True,False,True,True,False,False,False
1222,True,False,True,True,False,False,False
12348,False,False,False,False,False,True,False
29403,True,False,True,True,False,False,False
1172,True,False,False,True,False,False,False
26914,True,False,True,True,False,False,False
29362,True,False,False,False,False,False,True
29577,False,True,False,False,False,False,True
29379,False,False,False,False,False,True,False
12313,False,False,True,True,False,False,False
42157,True,True,True,True,True,False,False
27200,True,False,True,True,False,False,False
29698,True,False,False,True,False,False,False
26926,False,False,True,True,False,False,False
12349,False,False,False,False,False,True,False
1727,True,False,True,True,False,False,False
29305,True,False,True,True,False,False,False
2006,True,False,False,True,False,False,False
29565,True,False,False,True,False,False,False
42364,False,False,False,False,False,True,False
29426,False,True,False,False,False,False,True
12564,True,False,True,True,False,False,False
12168,True,False,True,True,False,False,False
27076,True,False,True,True,False,False,False
42269,True,True,True,True,True,False,False
42024,True,True,True,False,False,False,False
42267,True,True,True,True,True,False,False
12491,True,False,False,False,False,False,True
9937,True,False,True,True,False,False,False
1042,True,False,True,True,False,False,False
1206,False,False,False,True,False,False,True
1959,True,False,True,True,False,False,False
12570,False,False,True,True,False,False,False
42483,False,False,False,True,False,False,True
1026,True,False,True,True,False,False,False
12078,False,False,True,True,False,False,False
9730,True,False,True,True,False,False,False
27019,True,False,True,True,False,False,False
29255,True,False,True,True,False,False,False
1087,False,False,True,True,False,False,False
1130,True,False,True,True,False,False,False
29241,True,False,True,True,False,False,False
9787,False,False,False,False,False,True,False
