sent-id,disj_count,min_dep_length,conj_count,mean_dep_length,token_count,verb_count,max_dep_length,class_score,flesh_reading_ease,is_sent,big_np_count,big_pp_count,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized
29353,0,1,0,3.31,17,3,7,1.0,66.74,1,0,0,luftpolsterfolie,Eine Luftpolsterfolie wird benutzt um: • etwas zu schützen (damit es nicht kaputt geht),1_short,Verpackung,2014-04-21T08:23:12Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Eine 1:=Luftpolsterfolie 2:=wird 3:=benutzt 4:=um: 5:=• 6:=etwas 7:=zu 8:=schützen 9:=(damit 10:=es 11:=nicht 12:=kaputt 13:=geht)
1322,0,1,0,1.4,6,0,3,0.86,66.4,1,0,0,alltagsmaske,Eine Alltags-maske ist aus Stoff.,0_long,Gesundheit|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2021-07-16T07:58:18Z,48f66906899cc4a9477b6c9e32ff4424,0:=Eine 1:=Alltags-maske 2:=ist 3:=aus 4:=Stoff.
27002,0,1,0,2.89,10,2,8,1.0,79.26,1,0,0,korruption,Er hat die Menschen die Geld gespendet haben betrogen.,7_long,Politik|Recht_und_Gesetz,2008-10-10T21:54:55Z,e3afed0047b08059d0fada10f400c1e5,0:=Er 1:=hat 2:=die 3:=Menschen 4:=die 5:=Geld 6:=gespendet 7:=haben 8:=betrogen.
12545,0,1,0,2.29,8,1,6,0.82,73.85,1,0,0,einrad,Meistens hat ein Ein-rad: • keine Gangschaltung,2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-09-15T15:33:55Z,7b5adf57ed2178795004f4c052333f37,0:=Meistens 1:=hat 2:=ein 3:=Ein-rad: 4:=• 5:=keine 6:=Gangschaltung
27094,0,1,0,1.25,5,1,2,1.0,92.8,1,0,0,krankenkasse,Die Kranken-kasse hilft Leuten.,2_short,Gesundheit|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2020-08-04T13:39:48Z,cfbe77d115cd524def4ccbe596a54842,0:=Die 1:=Kranken-kasse 2:=hilft 3:=Leuten.
10116,0,1,0,1.75,5,0,3,0.53,92.8,1,0,0,demenz,Demenz ist eine Krankheit.,0_short,Gesundheit|Seiten_mit_defekten_Dateilinks,2012-10-27T17:19:13Z,a6e7bfd89d5771b450c4ab0f5c2996e5,0:=Demenz 1:=ist 2:=eine 3:=Krankheit.
27206,0,1,0,2.9,12,1,7,0.98,86.71,1,0,0,krempe,Beispiel: \newline Richard möchte auf der Straße nicht erkannt werden.,2_long,Kleider,2011-11-10T10:47:27Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Beispiel: 1:=\newline 2:=Richard 3:=möchte 4:=auf 5:=der 6:=Straße 7:=nicht 8:=erkannt 9:=werden.
1438,0,1,0,1.5,9,2,3,1.0,63.36,1,0,0,altestenrat,Der Ältestenrat schaut das alle Arbeiten gemacht werden.,7_long,Recht_und_Gesetz|Politik|Seiten_mit_defekten_Dateilinks,2015-05-17T14:32:45Z,af28a20dfb151690981ee13d72ce655c,0:=Der 1:=Ältestenrat 2:=schaut 3:=das 4:=alle 5:=Arbeiten 6:=gemacht 7:=werden.
1167,0,1,0,2.0,9,2,4,1.0,88.74,1,0,0,alkohol,Wenn man die Alkohol-krankheit hat braucht man Hilfe.,19_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Wenn 1:=man 2:=die 3:=Alkohol-krankheit 4:=hat 5:=braucht 6:=man 7:=Hilfe.
12476,0,1,0,1.8,6,1,4,1.0,100.24,1,0,0,einfaches-leben,Und stellen sich Fragen dazu.,6_long,Ohne_Kategorie,2015-04-06T13:18:53Z,af28a20dfb151690981ee13d72ce655c,0:=Und 1:=stellen 2:=sich 3:=Fragen 4:=dazu.
1973,0,1,0,2.09,12,2,9,1.0,77.23,1,1,0,anschlag-am-1-januar-2017-istanbul,Der Geheim-dienst hat gesagt es gibt einen Anschlag auf den Nacht-club.,12_long,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-01-03T08:02:25Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Geheim-dienst 2:=hat 3:=gesagt 4:=es 5:=gibt 6:=einen 7:=Anschlag 8:=auf 9:=den 10:=Nacht-club.
27182,0,1,0,1.71,8,1,5,1.0,38.99,1,1,0,kreativitat,Kreative Menschen entwickeln neue Lösungen für Probleme.,3_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-11-02T17:15:23Z,800aa39bfea9a2755c054805b2a7d478,0:=Kreative 1:=Menschen 2:=entwickeln 3:=neue 4:=Lösungen 5:=für 6:=Probleme.
10004,0,1,0,2.0,8,1,6,0.77,89.75,1,1,0,debatte,Sie sagen ihre Argumente für das Gesetz.,9_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Sie 1:=sagen 2:=ihre 3:=Argumente 4:=für 5:=das 6:=Gesetz.
12165,0,1,0,1.83,7,1,4,0.47,99.23,1,0,0,echter-clownfisch,Der Clown-fisch beschützt dann die Anemone.,19_long,Tiere|Seiten_mit_defekten_Dateilinks,2021-05-15T15:50:47Z,7b5adf57ed2178795004f4c052333f37,0:=Der 1:=Clown-fisch 2:=beschützt 3:=dann 4:=die 5:=Anemone.
9740,0,1,0,2.33,10,0,8,0.88,87.72,1,1,0,dagger-complex,Heute ist um das Grundstück ein Zaun mit Stacheldraht.,8_long,Ohne_Kategorie,2013-09-01T17:43:42Z,6275ee07d0785a2da491fbb224064f23,0:=Heute 1:=ist 2:=um 3:=das 4:=Grundstück 5:=ein 6:=Zaun 7:=mit 8:=Stacheldraht.
26986,0,1,0,1.86,9,1,4,1.0,30.53,1,0,0,korruption-in-der-fifa,Diese Personen sind verhaftet worden: • Rafael Esquivel,9_long,Sport|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2015-05-28T14:24:34Z,af28a20dfb151690981ee13d72ce655c,0:=Diese 1:=Personen 2:=sind 3:=verhaftet 4:=worden: 5:=• 6:=Rafael 7:=Esquivel
12291,0,1,0,2.12,9,1,5,1.0,105.66,1,1,0,ehe,Zum Beispiel das man einen besseren Status hat.,14_long,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=das 3:=man 4:=einen 5:=besseren 6:=Status 7:=hat.
12286,0,1,0,1.67,7,1,4,1.0,73.85,1,1,0,ehe,Und es gibt Regeln von Religionen.,9_long,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=es 2:=gibt 3:=Regeln 4:=von 5:=Religionen.
2034,0,1,0,2.5,9,1,6,1.0,63.36,1,0,0,anschlag-auf-den-bus-von-borussia-dortmund,Das Fußball-spiel ist wegen dem Anschlag abgesagt worden.,6_long,Aus_den_Nachrichten|Hurraki:Überarbeiten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-04-15T05:42:54Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=Fußball-spiel 2:=ist 3:=wegen 4:=dem 5:=Anschlag 6:=abgesagt 7:=worden.
1100,0,1,0,1.29,10,0,2,1.0,45.42,1,0,0,alexander-sergejewitsch-puschkin,Alexander Sergejewitsch Puschkin ist ein: \newline Schrift-steller \newline Dichter,0_short,Personen|Seiten_mit_defekten_Dateilinks,2022-02-23T15:16:44Z,e800bebc9060331edfac65e663a55570,0:=Alexander 1:=Sergejewitsch 2:=Puschkin 3:=ist 4:=ein: 5:=\newline 6:=Schrift-steller 7:=\newline 8:=Dichter
27345,0,1,0,2.17,7,0,5,1.0,56.93,1,0,0,kultur,Kultur ist auch wie Menschen Zusammen-leben.,2_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-03-14T11:57:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Kultur 1:=ist 2:=auch 3:=wie 4:=Menschen 5:=Zusammen-leben.
1363,0,1,0,1.71,8,0,5,1.0,106.67,1,1,0,alternative-fur-deutschland,Die AfD ist eine Partei in Deutschland.,0_long,Politik|Aus_den_Nachrichten|Partei_in_Deutschland,2016-10-08T08:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Die 1:=AfD 2:=ist 3:=eine 4:=Partei 5:=in 6:=Deutschland.
42503,0,1,0,2.0,7,1,5,1.0,90.77,1,0,0,soldner,Söldner machen es wegen dem Geld.,4_short,Beruf|Seiten_mit_defekten_Dateilinks,2023-07-13T06:01:47Z,48f66906899cc4a9477b6c9e32ff4424,0:=Söldner 1:=machen 2:=es 3:=wegen 4:=dem 5:=Geld.
42159,0,1,0,2.3,11,1,7,1.0,112.09,1,0,0,sixtinische-kapelle,Auf die Wände und an die Decke sind Bilder gemalt.,3_long,Ort|Seiten_mit_defekten_Dateilinks,2013-03-12T07:06:15Z,7b5adf57ed2178795004f4c052333f37,0:=Auf 1:=die 2:=Wände 3:=und 4:=an 5:=die 6:=Decke 7:=sind 8:=Bilder 9:=gemalt.
9944,0,1,0,1.33,4,0,2,1.0,92.8,1,0,0,dau,DAU ist ein Akronym,1_long,Computer|Internet,2012-12-10T18:08:06Z,28d34f2e053dee2c0e9399a7924cd978,0:=DAU 1:=ist 2:=ein 3:=Akronym
9798,0,1,0,1.83,7,1,3,1.0,48.47,1,0,0,danemark,Zum Königreich Dänemark gehören 3 Länder.,5_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-04-04T08:35:33Z,f3d525674a904e48b4a41a13ef2a54a5,0:=Zum 1:=Königreich 2:=Dänemark 3:=gehören 4:=3 5:=Länder.
42448,0,1,0,2.56,10,1,5,0.75,79.26,1,0,0,sockenklammer,Und nach dem Waschen finden man leichter beide Socken.,2_short,Kleider,2018-04-12T06:31:04Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=nach 2:=dem 3:=Waschen 4:=finden 5:=man 6:=leichter 7:=beide 8:=Socken.
9793,0,1,0,2.11,10,0,8,1.0,87.72,1,1,1,danemark,Dänemark ist ein kleines Land im Norden von Europa.,0_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-04-04T08:35:33Z,f3d525674a904e48b4a41a13ef2a54a5,0:=Dänemark 1:=ist 2:=ein 3:=kleines 4:=Land 5:=im 6:=Norden 7:=von 8:=Europa.
1195,0,1,0,1.6,6,0,3,0.51,15.64,1,0,0,alleinunterhalter,Ein Allein-unter-halter ist ein Künstler.,1_short,Beruf|Seiten_mit_defekten_Dateilinks,2019-11-11T08:02:41Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Ein 1:=Allein-unter-halter 2:=ist 3:=ein 4:=Künstler.
42479,0,1,0,2.25,9,1,4,1.0,55.91,1,0,0,solander-box,Erfunden wurde die Solander-Box von: • Daniel Solander,4_long,Ohne_Kategorie,2014-05-06T15:05:38Z,af28a20dfb151690981ee13d72ce655c,0:=Erfunden 1:=wurde 2:=die 3:=Solander-Box 4:=von: 5:=• 6:=Daniel 7:=Solander
42077,0,1,0,1.67,7,1,4,0.84,48.47,1,0,0,sit-in,Und Studenten benutzen Sit-ins gegen Rassismus.,6_long,Politik,2018-05-01T06:26:34Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=Studenten 2:=benutzen 3:=Sit-ins 4:=gegen 5:=Rassismus.
42237,0,1,0,2.22,10,1,6,1.0,45.42,1,1,0,skriptkiddie,Ein solches Skript kann ohne großes Computerwissen gestartet werden.,5_long,Ohne_Kategorie,2013-02-25T08:09:05Z,28d34f2e053dee2c0e9399a7924cd978,0:=Ein 1:=solches 2:=Skript 3:=kann 4:=ohne 5:=großes 6:=Computerwissen 7:=gestartet 8:=werden.
29698,0,1,0,2.68,22,3,6,0.95,88.06,1,1,0,mainstream,Es hat die 2 englischen Wörter: • Stream (heißt auf Deutsch Strom  damit ist ein bestimmter Geschmack gemeint),7_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-05-30T16:05:05Z,48f66906899cc4a9477b6c9e32ff4424,0:=Es 1:=hat 2:=die 3:=2 4:=englischen 5:=Wörter: 6:=• 7:=Stream 8:=(heißt 9:=auf 10:=Deutsch 11:=Strom 12:= 13:=damit 14:=ist 15:=ein 16:=bestimmter 17:=Geschmack 18:=gemeint)
29285,0,1,0,2.2,6,0,4,1.0,15.64,1,1,0,lsd,Lyserg-säure-diethylamid ist ein künstlicher Wirk-stoff.,0_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-02-27T12:04:22Z,e800bebc9060331edfac65e663a55570,0:=Lyserg-säure-diethylamid 1:=ist 2:=ein 3:=künstlicher 4:=Wirk-stoff.
1450,0,1,0,1.86,8,0,3,1.0,81.29,1,1,0,altestenrat,Der Chef der Gruppe ist der Parlaments-präsident.,2_short,Recht_und_Gesetz|Politik|Seiten_mit_defekten_Dateilinks,2015-05-17T14:32:45Z,af28a20dfb151690981ee13d72ce655c,0:=Der 1:=Chef 2:=der 3:=Gruppe 4:=ist 5:=der 6:=Parlaments-präsident.
12342,0,1,0,2.67,10,1,7,0.98,62.34,1,1,0,ehrgeiz,Diese Anerkennung soll den Ehrgeizigen über seine Mit-menschen hervorheben.,1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-01-02T12:29:11Z,e800bebc9060331edfac65e663a55570,0:=Diese 1:=Anerkennung 2:=soll 3:=den 4:=Ehrgeizigen 5:=über 6:=seine 7:=Mit-menschen 8:=hervorheben.
9764,0,1,0,2.12,9,1,6,0.99,105.66,1,0,0,dampflokomotive,Der Heizer schmeißt die Kohle in den Ofen.,2_long,Verkehr|Seiten_mit_defekten_Dateilinks,2023-01-30T15:21:08Z,99280970af8d54864c10b22240ecda16,0:=Der 1:=Heizer 2:=schmeißt 3:=die 4:=Kohle 5:=in 6:=den 7:=Ofen.
1379,0,1,0,2.5,13,1,10,0.99,103.63,1,1,0,alternative-fur-deutschland,"Die AFD sagt,  \newline sie ist eine Partei der Mitte.",16_long,Politik|Aus_den_Nachrichten|Partei_in_Deutschland,2016-10-08T08:01:49Z,6275ee07d0785a2da491fbb224064f23,"0:=Die 1:=AFD 2:=sagt, 3:= 4:=\newline 5:=sie 6:=ist 7:=eine 8:=Partei 9:=der 10:=Mitte."
9678,0,1,0,2.42,27,3,9,1.0,65.05,1,0,0,cyanogenmod,"Das heißt:  \newline Je nach dem von welcher Firma man ein Handy kauft, \newline hat man ein verändertes Android Betriebssystem auf dem Handy.",3_long,Computer,2013-11-27T06:06:48Z,28d34f2e053dee2c0e9399a7924cd978,"0:=Das 1:=heißt: 2:= 3:=\newline 4:=Je 5:=nach 6:=dem 7:=von 8:=welcher 9:=Firma 10:=man 11:=ein 12:=Handy 13:=kauft, 14:=\newline 15:=hat 16:=man 17:=ein 18:=verändertes 19:=Android 20:=Betriebssystem 21:=auf 22:=dem 23:=Handy."
27079,0,1,0,2.3,11,1,6,1.0,104.64,1,0,0,krankenkasse,Die Kranken-kasse zahlt zum Beispiel für: • für das Kranken-haus,10_long,Gesundheit|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2020-08-04T13:39:48Z,cfbe77d115cd524def4ccbe596a54842,0:=Die 1:=Kranken-kasse 2:=zahlt 3:=zum 4:=Beispiel 5:=für: 6:=• 7:=für 8:=das 9:=Kranken-haus
42018,0,1,0,2.57,8,1,6,1.0,115.13,1,0,0,simultanschach,Und weil der einzelne weniger Zeit hat.,6_long,Sport,2019-01-22T10:34:08Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=weil 2:=der 3:=einzelne 4:=weniger 5:=Zeit 6:=hat.
1785,0,1,0,2.64,13,0,8,1.0,51.85,1,0,0,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Selbstbestimmung,32_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Selbstbestimmung
10138,0,1,0,1.56,10,0,4,1.0,88.74,1,1,0,demeter,Demeter ist zuständig für: • die Fruchtbarkeit der Erde,2_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-01-29T14:24:42Z,e800bebc9060331edfac65e663a55570,0:=Demeter 1:=ist 2:=zuständig 3:=für: 4:=• 5:=die 6:=Fruchtbarkeit 7:=der 8:=Erde
27126,0,1,0,1.6,6,0,3,1.0,66.4,1,0,0,krankenversicherung,Eine Kranken-versicherung ist eine Ab-sicherung.,0_short,Arbeit,2021-10-26T07:49:24Z,4e761a928113c1f23dda0939b1022778,0:=Eine 1:=Kranken-versicherung 2:=ist 3:=eine 4:=Ab-sicherung.
1046,0,1,0,2.0,8,0,5,0.92,81.29,1,1,0,alex-honnold,Die Kletter-route ist fast 1000 Meter lang.,2_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Die 1:=Kletter-route 2:=ist 3:=fast 4:=1000 5:=Meter 6:=lang.
2051,0,1,0,2.3,11,1,5,1.0,69.79,1,1,0,anschlag-in-ankara-2015,Die Menschen auf der Demonstration wollen das der Türkei-PKK-Konflikt aufhört.,1_long,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-10-12T15:11:33Z,af28a20dfb151690981ee13d72ce655c,0:=Die 1:=Menschen 2:=auf 3:=der 4:=Demonstration 5:=wollen 6:=das 7:=der 8:=Türkei-PKK-Konflikt 9:=aufhört.
29416,0,1,0,2.27,12,1,8,1.0,62.34,1,0,0,luiz-inacio-lula-da-silva,"Im Jahr 2022 heiraten Lula und Rosangela ""Janja"" Silva.",23_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,"0:=Im 1:=Jahr 2:=2022 3:=heiraten 4:=Lula 5:=und 6:=Rosangela 7:=""Janja"" 8:=Silva."
1836,0,1,0,2.56,10,1,8,1.0,66.91,1,0,1,angriff-in-las-vegas,Am Abend vom 1. Oktober hat der Angriff angefangen.,2_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Oktober 5:=hat 6:=der 7:=Angriff 8:=angefangen.
10090,0,1,0,2.67,7,1,5,1.0,48.47,1,1,0,demenz,Manchmal bekommen auch jüngere Menschen Demenz.,3_long,Gesundheit|Seiten_mit_defekten_Dateilinks,2012-10-27T17:19:13Z,a6e7bfd89d5771b450c4ab0f5c2996e5,0:=Manchmal 1:=bekommen 2:=auch 3:=jüngere 4:=Menschen 5:=Demenz.
12214,0,1,0,2.57,8,1,5,0.99,38.99,1,0,0,egalitarismus,Jemand der Egalitarismus gut findet ist Egalitär.,0_long,Haltung|Politische_Idee|Seiten_mit_defekten_Dateilinks,2022-09-22T12:10:23Z,48f66906899cc4a9477b6c9e32ff4424,0:=Jemand 1:=der 2:=Egalitarismus 3:=gut 4:=findet 5:=ist 6:=Egalitär.
42142,0,1,0,2.5,9,1,6,0.89,105.66,1,0,0,sitzvolleyball,Jede Mannschaft darf den Ball 3 mal spielen.,15_long,Sport|Paralympics,2012-01-30T18:24:13Z,d4171b2c36772be4cad75ef4078874bd,0:=Jede 1:=Mannschaft 2:=darf 3:=den 4:=Ball 5:=3 6:=mal 7:=spielen.
10107,0,1,0,2.14,8,0,6,1.0,89.75,1,0,0,demenz,Damit die Demenz nur langsam schlimmer wird.,20_long,Gesundheit|Seiten_mit_defekten_Dateilinks,2012-10-27T17:19:13Z,a6e7bfd89d5771b450c4ab0f5c2996e5,0:=Damit 1:=die 2:=Demenz 3:=nur 4:=langsam 5:=schlimmer 6:=wird.
42122,0,1,0,1.75,5,1,3,0.96,75.88,1,0,0,sitzfuball,Man darf nicht aufstehen.,1_long,Sport,2008-05-06T08:00:41Z,ba4bddd086162b3f83a1be81c78c36e0,0:=Man 1:=darf 2:=nicht 3:=aufstehen.
9770,0,1,0,2.0,9,1,5,1.0,105.66,1,0,0,dampflokomotive,Für den Dampf braucht man Kohle und Wasser.,3_short,Verkehr|Seiten_mit_defekten_Dateilinks,2023-01-30T15:21:08Z,99280970af8d54864c10b22240ecda16,0:=Für 1:=den 2:=Dampf 3:=braucht 4:=man 5:=Kohle 6:=und 7:=Wasser.
1061,0,1,0,1.6,6,0,3,0.97,66.4,1,0,0,alexander-graham-bell,Die Mutter war stark schwerhörig.,9_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Die 1:=Mutter 2:=war 3:=stark 4:=schwerhörig.
26891,0,1,0,3.0,17,2,11,0.59,74.19,1,1,0,koprolalie,"Die Wörter zum Thema Kot werden ausgesprochen,  \newline ohne das die Person es möchte.",2_long,Gesundheit,2014-04-25T20:23:18Z,af28a20dfb151690981ee13d72ce655c,"0:=Die 1:=Wörter 2:=zum 3:=Thema 4:=Kot 5:=werden 6:=ausgesprochen, 7:= 8:=\newline 9:=ohne 10:=das 11:=die 12:=Person 13:=es 14:=möchte."
12500,0,1,0,2.2,6,0,5,0.8,118.18,1,0,0,einkommen-aus-besitz,Beispiel: Du hast Geld.,1_long,Geld,2021-10-30T11:15:40Z,4e761a928113c1f23dda0939b1022778,0:=Beispiel: 1:=Du 2:=hast 3:=Geld.
