sent-id,regression,SVM,MLP,RF,all_true,all_false,one_true
42093,1,1,1,2,False,False,False
12217,2,4,1,1,False,False,False
1159,1,5,1,1,False,False,False
12396,1,4,1,1,False,False,False
29504,1,2,1,1,False,False,False
27139,1,2,1,1,False,False,True
1838,2,5,1,2,False,False,False
2005,4,5,1,3,False,False,True
2064,1,5,1,2,False,False,True
12331,1,4,1,1,False,False,False
29238,1,2,1,1,False,False,False
42253,1,1,1,1,True,False,False
1351,1,5,1,1,False,False,False
27099,1,2,1,1,False,False,False
9940,1,4,1,1,False,False,False
12232,1,4,1,1,False,False,False
1414,2,5,1,2,False,False,True
2039,3,5,1,2,False,False,True
1962,1,5,1,1,False,True,False
1294,2,5,1,1,False,True,False
12333,2,4,1,2,False,False,True
1670,1,5,1,1,False,False,False
9803,1,4,1,1,False,True,False
12425,1,4,1,1,False,False,False
1772,2,5,1,2,False,False,False
29400,1,2,1,1,False,False,False
1103,3,5,1,3,False,False,False
41993,1,1,1,1,True,False,False
9895,3,4,1,3,False,True,False
29489,1,2,1,1,False,False,False
42361,1,1,1,2,False,False,True
42469,2,1,1,2,False,True,False
12233,1,4,1,2,False,False,True
1803,3,5,1,3,False,False,False
1869,3,5,1,3,False,True,False
42431,2,1,1,1,False,False,True
29719,1,2,1,1,False,False,False
29617,1,2,1,1,False,False,False
1654,2,5,1,1,False,False,False
1465,1,5,1,1,False,False,False
12178,1,4,1,1,False,False,False
9995,2,4,1,2,False,False,True
27205,1,2,1,1,False,False,True
1001,1,5,1,1,False,False,False
1910,2,5,1,1,False,False,True
27085,1,2,1,1,False,False,True
1943,2,5,1,1,False,False,False
42254,3,1,1,2,False,False,False
12149,1,4,1,2,False,False,False
26908,1,2,1,1,False,False,False
12326,1,4,1,1,False,False,False
27110,1,2,1,1,False,False,False
29589,1,2,1,1,False,False,False
27003,1,2,1,1,False,False,False
12511,1,4,1,2,False,False,False
29449,1,2,1,1,False,False,False
42440,1,1,1,1,True,False,False
9773,3,4,1,3,False,True,False
12312,1,4,1,2,False,False,False
27030,1,2,1,1,False,False,False
29221,4,2,1,3,False,False,True
29254,1,2,1,1,False,False,False
26997,1,2,1,2,False,False,False
1985,2,5,1,2,False,True,False
42368,1,1,1,2,False,False,True
27328,1,2,1,1,False,False,True
1945,5,5,1,3,False,False,True
12393,4,4,1,2,False,False,True
42129,1,1,1,1,True,False,False
1141,1,5,1,1,False,False,False
42477,2,1,1,1,False,False,True
12235,3,4,1,2,False,False,True
10021,1,4,1,1,False,False,False
12208,1,4,1,1,False,False,False
42092,2,1,1,1,False,False,False
29505,1,2,1,1,False,False,False
42294,1,1,1,1,True,False,False
42196,1,1,1,1,True,False,False
1388,2,5,1,1,False,False,False
9988,2,4,1,2,False,False,True
29418,1,2,1,2,False,False,False
12519,1,4,1,2,False,False,False
12195,1,4,1,1,False,False,False
9756,1,4,1,1,False,False,False
10059,2,4,1,1,False,False,False
1923,1,5,1,1,False,False,False
41995,1,1,1,1,True,False,False
1926,1,5,1,1,False,False,False
26994,1,2,1,1,False,False,True
1278,1,5,1,1,False,False,False
1493,2,5,1,2,False,False,False
12350,1,4,1,1,False,True,False
1172,2,5,1,1,False,False,True
27286,1,2,1,1,False,False,False
1385,1,5,1,1,False,False,False
1473,1,5,1,1,False,False,False
2113,1,5,1,1,False,False,False
1997,1,5,1,1,False,False,False
29244,2,2,1,1,False,False,False
1679,1,5,1,1,False,False,False
2107,3,5,1,2,False,False,True
1390,2,5,1,2,False,False,True
27223,3,2,1,2,False,True,False
1091,2,5,1,1,False,False,False
2006,2,5,1,2,False,False,False
12216,1,4,1,1,False,False,False
42321,1,1,1,1,True,False,False
10009,2,4,1,2,False,False,False
12427,1,4,1,1,False,False,False
12460,1,4,1,1,False,False,False
1928,1,5,1,2,False,False,True
2110,3,5,1,2,False,False,True
9888,2,4,1,3,False,False,True
1872,5,5,1,2,False,False,True
1879,1,5,1,1,False,False,False
1667,3,5,1,2,False,False,True
1392,2,5,1,1,False,False,False
1158,1,5,1,1,False,False,False
42076,1,1,1,1,True,False,False
9938,3,4,1,3,False,False,True
2074,1,5,1,1,False,False,False
42302,3,1,1,2,False,False,True
2099,1,5,1,1,False,False,False
29515,3,2,1,2,False,False,False
27334,3,2,1,2,False,False,True
42041,1,1,1,1,True,False,False
1191,2,5,1,1,False,False,False
27218,1,2,1,1,False,False,False
12567,1,4,1,1,False,False,False
1899,2,5,1,1,False,False,False
27060,1,2,1,1,False,False,False
29454,1,2,1,1,False,False,True
29581,1,2,1,2,False,True,False
29654,1,2,1,1,False,False,False
42096,2,1,1,1,False,False,True
1901,3,5,1,2,False,False,True
1663,1,5,1,1,False,False,False
9675,2,4,1,2,False,False,False
12278,1,4,1,1,False,False,False
1944,2,5,1,1,False,False,False
1017,2,5,1,2,False,False,True
12426,2,4,1,2,False,False,False
42277,1,1,1,1,True,False,False
42268,1,1,1,1,True,False,False
27268,3,2,1,3,False,False,True
27320,1,2,1,1,False,False,False
42438,1,1,1,2,False,True,False
29659,3,2,1,2,False,False,True
27350,2,2,1,1,False,False,False
42008,1,1,1,1,False,True,False
12399,1,4,1,1,False,True,False
27315,1,2,1,2,False,False,False
26950,1,2,1,1,False,False,True
12319,1,4,1,1,False,True,False
42152,2,1,1,1,False,False,True
42166,1,1,1,1,True,False,False
42115,1,1,1,1,True,False,False
27319,3,2,1,2,False,False,False
1246,2,5,1,1,False,False,True
1707,1,5,1,1,False,False,False
42388,1,1,1,1,True,False,False
12421,1,4,1,1,False,True,False
1933,5,5,1,3,False,False,True
27309,1,2,1,2,False,False,False
26971,1,2,1,2,False,False,False
12337,2,4,1,1,False,False,True
1292,2,5,1,1,False,False,False
12515,1,4,1,2,False,False,True
12532,1,4,1,1,False,False,False
10032,1,4,1,1,False,True,False
42311,1,1,1,1,True,False,False
26886,1,2,1,1,False,False,False
27047,1,2,1,1,False,False,False
12349,1,4,1,1,False,True,False
10158,1,4,1,1,False,False,False
12525,2,4,1,1,False,False,False
1345,1,5,1,1,False,True,False
42376,1,1,1,1,False,True,False
29245,1,2,1,1,False,False,False
1049,2,5,1,2,False,False,False
26918,2,2,1,1,False,False,False
27157,1,2,1,1,False,False,False
1753,1,5,1,1,False,False,False
1827,1,5,1,1,False,False,False
1425,1,5,1,1,False,False,False
12185,4,4,1,2,False,False,True
1083,2,5,1,2,False,False,True
29267,1,2,1,1,False,False,False
29689,1,2,1,1,False,False,False
1065,1,5,1,1,False,True,False
42360,1,1,1,1,True,False,False
42291,1,1,1,1,True,False,False
9827,1,4,1,1,False,False,False
1038,2,5,1,1,False,False,False
9755,1,4,1,1,False,False,False
29695,1,2,1,1,False,False,False
9975,3,4,1,2,False,False,True
1811,2,5,1,2,False,False,False
1196,1,5,1,1,False,True,False
12374,1,4,1,1,False,False,False
26924,1,2,1,1,False,False,True
42487,1,1,1,1,False,True,False
12517,1,4,1,1,False,False,False
9934,1,4,1,2,False,False,False
42094,1,1,1,1,True,False,False
9768,1,4,1,1,False,False,False
12111,3,4,1,2,False,False,True
42059,1,1,1,1,True,False,False
27178,1,2,1,1,False,False,True
42430,1,1,1,1,True,False,False
10130,1,4,1,1,False,False,False
12372,3,4,1,3,False,False,False
12416,1,4,1,1,False,True,False
27195,1,2,1,1,False,False,False
12176,3,4,1,2,False,False,True
27128,3,2,1,2,False,False,False
1883,1,5,1,1,False,False,False
26979,1,2,1,1,False,False,False
1492,4,5,1,4,False,True,False
10024,2,4,1,2,False,False,True
27342,1,2,1,1,False,False,False
42039,1,1,1,1,True,False,False
27011,1,2,1,1,False,False,False
2008,1,5,1,1,False,False,False
1039,2,5,1,1,False,False,False
29642,1,2,1,1,False,False,False
29529,1,2,1,2,False,False,False
10031,3,4,1,2,False,False,True
42470,1,1,1,1,True,False,False
2063,1,5,1,2,False,False,False
42474,1,1,1,2,False,False,True
42045,1,1,1,1,True,False,False
12098,1,4,1,1,False,True,False
42168,3,1,1,3,False,True,False
29528,2,2,1,1,False,False,False
1366,1,5,1,2,False,False,False
10057,1,4,1,1,False,False,False
27264,1,2,1,1,False,False,False
27265,2,2,1,1,False,False,False
2153,2,5,1,1,False,False,False
12356,1,4,1,1,False,False,False
42355,1,1,1,1,True,False,False
12152,2,4,1,1,False,False,False
29513,1,2,1,1,False,False,False
12568,1,4,1,1,False,False,False
1359,2,5,1,1,False,False,False
29462,4,2,1,2,False,True,False
42252,2,1,1,2,False,False,False
26903,1,2,1,1,False,False,False
12244,1,4,1,1,False,False,False
42199,1,1,1,1,True,False,False
1138,1,5,1,2,False,False,True
12143,2,4,1,1,False,False,False
42174,3,1,1,2,False,False,True
12489,3,4,1,2,False,False,True
12288,1,4,1,1,False,False,False
12440,3,4,1,2,False,False,True
1043,2,5,1,1,False,False,False
27330,2,2,1,2,False,False,False
29658,1,2,1,1,False,False,False
29455,1,2,1,2,False,True,False
10106,1,4,1,1,False,False,False
42231,1,1,1,1,True,False,False
29582,1,2,1,1,False,False,True
42286,1,1,1,2,False,False,False
27081,1,2,1,1,False,False,False
12523,2,4,1,2,False,False,False
1129,1,5,1,2,False,False,True
1168,1,5,1,1,False,False,False
12097,3,4,1,2,False,False,True
42416,1,1,1,1,True,False,False
42473,1,1,1,2,False,False,True
48592,1,1,1,1,True,False,False
29283,1,2,1,1,False,False,False
1023,1,5,1,1,False,True,False
29567,1,2,1,1,False,False,False
12283,1,4,1,1,False,True,False
29348,2,2,1,2,False,False,False
1131,1,5,1,2,False,False,True
29259,2,2,1,2,False,False,False
29264,1,2,1,1,False,False,False
26982,2,2,1,1,False,False,False
2118,2,5,1,2,False,False,False
12490,4,4,1,2,False,True,False
9984,2,4,1,2,False,False,False
27280,1,2,1,1,False,False,True
9782,1,4,1,2,False,True,False
27032,1,2,1,1,False,False,False
1770,2,5,1,2,False,True,False
12072,1,4,1,1,False,False,False
27172,2,2,1,1,False,False,False
42328,1,1,1,1,True,False,False
1961,1,5,1,1,False,True,False
42258,1,1,1,1,True,False,False
12397,1,4,1,1,False,False,False
29674,1,2,1,1,False,False,False
1301,2,5,1,1,False,False,False
29423,1,2,1,1,False,False,False
1215,3,5,1,2,False,False,True
9930,1,4,1,1,False,False,False
42501,1,1,1,1,True,False,False
2098,2,5,1,1,False,False,False
42233,1,1,1,1,False,True,False
29226,1,2,1,1,False,False,False
26882,1,2,1,1,False,False,False
42123,1,1,1,1,True,False,False
9939,2,4,1,1,False,False,False
990,1,5,1,1,False,False,False
12138,3,4,1,2,False,False,True
29544,1,2,1,2,False,True,False
27038,3,2,1,2,False,False,False
26978,2,2,1,2,False,True,False
2073,1,5,1,1,False,False,False
42424,1,1,1,1,True,False,False
10165,1,4,1,1,False,False,False
27074,1,2,1,1,False,False,False
12166,1,4,1,1,False,False,False
12361,1,4,1,1,False,False,False
27153,1,2,1,1,False,False,False
12103,2,4,1,2,False,False,True
42140,1,1,1,2,False,False,False
27101,1,2,1,1,False,False,False
10099,1,4,1,1,False,True,False
29634,1,2,1,1,False,False,False
12413,1,4,1,2,False,False,False
1077,1,5,1,1,False,True,False
29334,1,2,1,1,False,False,False
12139,2,4,1,1,False,False,False
29583,1,2,1,1,False,False,False
12339,3,4,1,3,False,True,False
42016,1,1,1,2,False,True,False
29495,2,2,1,3,False,False,False
1117,3,5,1,3,False,True,False
12459,1,4,1,1,False,False,False
27233,1,2,1,1,False,False,False
12482,1,4,1,1,False,False,False
9905,1,4,1,1,False,False,False
42236,2,1,1,2,False,False,False
1822,3,5,1,2,False,False,True
42301,1,1,1,1,True,False,False
1742,2,5,1,2,False,False,True
12071,2,4,1,1,False,False,False
9990,1,4,1,1,False,False,False
29644,2,2,1,1,False,False,False
2029,1,5,1,1,False,False,False
42125,1,1,1,1,True,False,False
42483,4,1,1,3,False,False,True
1330,1,5,1,1,False,False,False
12376,3,4,1,2,False,False,True
42427,1,1,1,1,True,False,False
27031,1,2,1,1,False,False,True
42200,1,1,1,1,False,True,False
42003,1,1,1,1,True,False,False
27202,1,2,1,1,False,False,False
12193,2,4,1,1,False,False,True
1147,1,5,1,1,False,False,False
1846,1,5,1,1,False,False,False
10129,1,4,1,1,False,False,False
12458,2,4,1,1,False,False,False
1759,2,5,1,2,False,False,True
29232,1,2,1,1,False,False,False
9839,1,4,1,1,False,False,False
9679,1,4,1,1,False,False,False
1795,1,5,1,1,False,True,False
1850,1,5,1,1,False,False,False
27142,3,2,1,2,False,False,False
42420,1,1,1,1,True,False,False
27158,1,2,1,1,False,False,False
10142,1,4,1,1,False,False,False
1242,2,5,1,1,False,False,False
10084,1,4,1,2,False,False,True
29481,1,2,1,2,False,False,False
42023,1,1,1,2,False,False,False
10097,1,4,1,2,False,False,True
42132,1,1,1,1,True,False,False
1149,1,5,1,1,False,False,False
9989,3,4,1,2,False,False,True
26965,1,2,1,1,False,False,False
1162,1,5,1,1,False,False,False
29220,1,2,1,2,False,False,False
29396,1,2,1,1,False,False,False
12377,1,4,1,2,False,False,False
1386,1,5,1,1,False,False,False
29577,3,2,1,3,False,False,True
12560,3,4,1,2,False,False,True
27306,1,2,1,1,False,False,False
27069,1,2,1,1,False,False,False
2020,2,5,1,1,False,False,True
1208,4,5,1,2,False,True,False
1060,1,5,1,1,False,False,False
1120,2,5,1,1,False,False,False
42112,3,1,1,2,False,False,True
42043,1,1,1,1,True,False,False
42251,1,1,1,1,True,False,False
9757,1,4,1,1,False,False,False
42080,1,1,1,1,True,False,False
27041,1,2,1,1,False,False,False
9967,2,4,1,1,False,False,False
989,1,5,1,1,False,False,False
991,2,5,1,2,False,False,False
2130,2,5,1,2,False,False,True
27246,1,2,1,1,False,False,False
12083,3,4,1,2,False,False,True
1006,1,5,1,1,False,False,False
12237,2,4,1,2,False,False,False
12526,1,4,1,1,False,False,False
42406,2,1,1,1,False,False,False
2061,1,5,1,1,False,True,False
29297,1,2,1,1,False,False,False
42188,1,1,1,1,False,True,False
1283,3,5,1,1,False,False,False
29253,3,2,1,2,False,False,False
29511,1,2,1,1,False,False,False
41996,1,1,1,1,True,False,False
1348,2,5,1,1,False,False,False
9714,1,4,1,1,False,False,False
12354,4,4,1,2,False,True,False
1699,1,5,1,1,False,True,False
42064,1,1,1,1,True,False,False
27121,1,2,1,1,False,False,False
1101,4,5,1,1,False,False,False
12424,3,4,1,3,False,False,False
27194,3,2,1,2,False,False,True
44334,1,1,1,1,True,False,False
1050,1,5,1,1,False,False,False
12243,3,4,1,2,False,False,True
9999,1,4,1,1,False,False,False
1677,1,5,1,1,False,False,False
27354,2,2,1,1,False,False,False
10161,1,4,1,2,False,False,False
1726,1,5,1,1,False,False,False
1964,1,5,1,1,False,True,False
27108,1,2,1,1,False,False,True
1222,1,5,1,1,False,False,False
12382,1,4,1,1,False,False,False
12439,3,4,1,2,False,False,True
42387,3,1,1,3,False,True,False
42318,1,1,1,1,True,False,False
1931,4,5,1,4,False,False,False
29313,1,2,1,2,False,False,False
26932,2,2,1,2,False,True,False
9733,1,4,1,2,False,False,False
29381,1,2,1,1,False,False,False
29669,1,2,1,1,False,False,False
29366,3,2,1,3,False,True,False
9760,1,4,1,1,False,False,False
27284,3,2,1,2,False,False,False
12452,1,4,1,1,False,False,False
12474,1,4,1,1,False,True,False
42278,3,1,1,3,False,False,False
26899,2,2,1,1,False,False,False
9981,1,4,1,2,False,False,True
12282,1,4,1,1,False,False,False
10029,1,4,1,2,False,False,False
12154,1,4,1,1,False,False,False
27266,2,2,1,2,False,False,False
42385,3,1,1,2,False,False,True
27301,1,2,1,1,False,False,False
42034,1,1,1,1,True,False,False
26983,2,2,1,1,False,False,False
27034,1,2,1,1,False,False,False
29404,1,2,1,1,False,False,False
29271,1,2,1,1,False,False,False
1099,4,5,1,2,False,True,False
1179,1,5,1,2,False,False,False
29500,1,2,1,1,False,False,False
2133,1,5,1,1,False,False,False
27204,1,2,1,2,False,True,False
1457,1,5,1,1,False,False,False
12501,1,4,1,1,False,False,False
1769,1,5,1,2,False,False,False
9920,1,4,1,1,False,False,False
29686,1,2,1,1,False,False,False
42009,1,1,1,1,False,True,False
1889,1,5,1,1,False,True,False
9783,1,4,1,1,False,False,False
26895,2,2,1,2,False,False,True
27171,1,2,1,1,False,False,False
12272,1,4,1,1,False,False,False
12145,5,4,1,3,False,False,True
1702,1,5,1,1,False,True,False
9994,1,4,1,2,False,True,False
1965,1,5,1,1,False,False,False
29565,3,2,1,3,False,False,False
9891,2,4,1,1,False,False,True
1864,3,5,1,2,False,False,True
993,1,5,1,1,False,False,False
1371,2,5,1,2,False,False,False
29237,1,2,1,1,False,False,False
10008,2,4,1,1,False,False,False
2066,1,5,1,1,False,True,False
26869,1,2,1,2,False,False,False
42256,1,1,1,1,True,False,False
1474,1,5,1,1,False,False,False
9685,2,4,1,2,False,False,False
26933,3,2,1,2,False,False,True
1148,1,5,1,1,False,False,False
10134,1,4,1,1,False,True,False
1464,2,5,1,1,False,False,True
12411,3,4,1,2,False,False,True
9867,2,4,1,2,False,False,False
29535,1,2,1,1,False,False,False
42046,2,1,1,2,False,False,False
1358,2,5,1,1,False,False,False
42179,1,1,1,1,True,False,False
42349,1,1,1,1,True,False,False
9910,2,4,1,1,False,False,False
26962,1,2,1,1,False,False,False
42029,2,1,1,2,False,True,False
26957,1,2,1,1,False,False,False
1482,2,5,1,1,False,False,True
12107,1,4,1,1,False,False,False
1315,5,5,1,1,False,False,False
1469,2,5,1,2,False,False,False
27193,1,2,1,1,False,False,False
12144,2,4,1,1,False,False,False
9846,1,4,1,1,False,False,False
42183,2,1,1,2,False,True,False
42392,1,1,1,1,True,False,False
12078,2,4,1,1,False,False,False
27132,1,2,1,1,False,False,False
1085,2,5,1,2,False,False,True
1213,1,5,1,1,False,False,False
12102,3,4,1,3,False,False,False
2026,2,5,1,2,False,True,False
1170,2,5,1,1,False,False,True
12461,2,4,1,1,False,False,False
42396,1,1,1,1,True,False,False
29586,2,2,1,2,False,False,True
12328,2,4,1,1,False,False,True
27343,1,2,1,1,False,False,True
29311,1,2,1,1,False,False,False
10003,2,4,1,1,False,False,True
42358,1,1,1,2,False,False,False
26976,1,2,1,2,False,False,False
2031,2,5,1,2,False,False,False
12257,2,4,1,2,False,False,False
12352,1,4,1,1,False,False,False
9712,1,4,1,1,False,False,False
42037,1,1,1,1,True,False,False
1291,1,5,1,1,False,False,False
27308,1,2,1,1,False,False,False
1436,5,5,1,3,False,True,False
2080,3,5,1,2,False,False,True
42000,1,1,1,1,True,False,False
27095,1,2,1,2,False,False,False
9877,1,4,1,1,False,False,False
2109,2,5,1,1,False,False,False
1681,3,5,1,2,False,False,True
12332,2,4,1,1,False,False,False
42488,2,1,1,1,False,False,False
42051,3,1,1,2,False,False,True
1988,1,5,1,1,False,True,False
12075,1,4,1,1,False,False,False
42412,1,1,1,1,True,False,False
1855,1,5,1,1,False,True,False
13118,2,4,1,1,False,False,False
9686,2,4,1,2,False,False,False
42177,1,1,1,1,True,False,False
1034,1,5,1,2,False,False,False
10048,2,4,1,1,False,True,False
29508,1,2,1,1,False,False,False
26974,1,2,1,1,False,False,False
27325,2,2,1,2,False,False,False
29269,1,2,1,1,False,False,False
1916,2,5,1,2,False,False,False
2084,1,5,1,1,False,True,False
1703,3,5,1,2,False,False,True
29491,1,2,1,1,False,False,True
12446,2,4,1,1,False,False,True
29229,1,2,1,1,False,False,False
29621,1,2,1,1,False,False,False
26985,2,2,1,2,False,False,True
1194,2,5,1,1,False,False,False
42454,1,1,1,1,False,True,False
27021,2,2,1,2,False,False,False
1682,1,5,1,1,False,False,False
29538,1,2,1,1,False,False,False
9933,1,4,1,2,False,False,False
29335,1,2,1,1,False,False,True
29637,4,2,1,2,False,True,False
27340,1,2,1,1,False,False,False
1967,1,5,1,1,False,False,False
26956,1,2,1,1,False,False,False
27154,1,2,1,1,False,False,False
1733,1,5,1,1,False,False,False
10153,2,4,1,1,False,False,False
9890,2,4,1,1,False,False,False
1671,1,5,1,1,False,False,False
27294,1,2,1,2,False,False,False
12510,1,4,1,1,False,False,False
1494,1,5,1,1,False,False,False
1831,2,5,1,1,False,False,False
9816,1,4,1,1,False,False,False
12236,3,4,1,3,False,False,False
12508,1,4,1,1,False,False,False
1068,1,5,1,1,False,False,False
1393,2,5,1,1,False,False,False
1375,2,5,1,2,False,False,False
12284,2,4,1,1,False,False,True
9966,1,4,1,2,False,False,True
42007,1,1,1,1,True,False,False
29341,2,2,1,1,False,False,False
10075,2,4,1,1,False,False,True
2028,2,5,1,2,False,False,False
27012,1,2,1,1,False,False,False
12503,1,4,1,1,False,False,False
29649,2,2,1,1,False,False,False
42178,1,1,1,1,True,False,False
1031,1,5,1,1,False,True,False
1237,1,5,1,1,False,False,False
10094,3,4,1,2,False,False,True
12556,1,4,1,2,False,False,False
29429,1,2,1,1,False,False,True
10110,1,4,1,2,False,False,True
1276,2,5,1,1,False,False,False
29374,1,2,1,1,False,False,True
29604,1,2,1,1,False,False,False
12070,1,4,1,1,False,False,False
9903,1,4,1,1,False,True,False
29414,1,2,1,1,False,False,False
29675,1,2,1,2,False,False,False
12292,1,4,1,1,False,False,False
26966,1,2,1,1,False,False,False
27273,1,2,1,1,False,False,False
26863,1,2,1,1,False,False,False
27217,1,2,1,1,False,False,False
1024,1,5,1,2,False,False,True
29231,1,2,1,2,False,False,False
10113,2,4,1,2,False,False,True
29347,1,2,1,1,False,False,False
9724,1,4,1,1,False,False,False
1678,3,5,1,2,False,False,True
42249,2,1,1,1,False,False,False
42022,1,1,1,1,True,False,False
26857,1,2,1,1,False,False,True
42173,2,1,1,1,False,False,False
26859,3,2,1,2,False,False,True
27297,1,2,1,1,False,False,True
29537,1,2,1,1,False,False,True
1807,1,5,1,1,False,False,False
9695,1,4,1,2,False,False,False
1370,1,5,1,1,False,False,False
1252,2,5,1,1,False,False,True
27044,2,2,1,2,False,False,False
29315,1,2,1,1,False,False,True
10149,1,4,1,2,False,False,True
12246,1,4,1,1,False,False,False
26929,2,2,1,2,False,False,False
27165,2,2,1,1,False,False,False
9758,1,4,1,1,False,False,False
26944,1,2,1,1,False,False,True
1689,4,5,1,2,False,False,True
42390,1,1,1,1,True,False,False
1470,2,5,1,2,False,False,False
1856,1,5,1,1,False,False,False
42453,1,1,1,1,True,False,False
12468,1,4,1,1,False,False,False
42120,1,1,1,1,True,False,False
996,1,5,1,1,False,False,False
1295,3,5,1,2,False,False,True
2019,1,5,1,1,False,False,False
29286,2,2,1,1,False,False,False
42341,1,1,1,1,True,False,False
27144,2,2,1,1,False,False,False
42005,1,1,1,1,True,False,False
9693,1,4,1,1,False,False,False
12082,3,4,1,2,False,False,True
1274,1,5,1,1,False,False,False
42319,1,1,1,1,False,True,False
27249,1,2,1,2,False,False,False
1876,1,5,1,1,False,False,False
2137,2,5,1,1,False,False,False
12287,3,4,1,3,False,False,True
1686,1,5,1,2,False,False,False
10159,3,4,1,2,False,False,True
26898,1,2,1,1,False,False,False
29371,3,2,1,2,False,False,True
27123,4,2,1,2,False,False,True
12290,1,4,1,2,False,False,True
12205,3,4,1,1,False,False,True
10030,3,4,1,3,False,True,False
1987,1,5,1,1,False,False,False
1781,1,5,1,1,False,False,False
1126,4,5,1,2,False,False,True
1823,1,5,1,2,False,False,True
2085,1,5,1,1,False,False,False
10121,1,4,1,2,False,False,False
29314,1,2,1,1,False,False,False
12538,2,4,1,1,False,False,False
42265,1,1,1,1,False,True,False
29417,2,2,1,1,False,False,False
29223,2,2,1,2,False,True,False
42033,3,1,1,2,False,False,True
2126,2,5,1,2,False,False,True
42110,3,1,1,2,False,False,True
1477,2,5,1,2,False,False,True
12089,1,4,1,1,False,False,False
27161,1,2,1,2,False,False,False
27185,1,2,1,1,False,False,False
29522,3,2,1,2,False,False,False
1361,1,5,1,1,False,True,False
26914,1,2,1,1,False,False,False
29677,2,2,1,2,False,False,False
1994,1,5,1,1,False,False,False
29641,1,2,1,1,False,False,False
1727,1,5,1,1,False,False,False
1079,2,5,1,2,False,False,False
9786,2,4,1,2,False,True,False
29343,2,2,1,1,False,False,False
9861,5,4,1,2,False,False,True
1955,3,5,1,2,False,False,True
27189,1,2,1,1,False,False,True
12475,2,4,1,1,False,False,False
12398,1,4,1,1,False,False,False
26928,2,2,1,1,False,False,False
12338,2,4,1,1,False,False,False
12285,1,4,1,1,False,False,False
9927,1,4,1,1,False,True,False
9670,1,4,1,1,False,False,False
42013,1,1,1,1,False,True,False
12506,1,4,1,1,False,False,False
27028,1,2,1,2,False,False,False
42244,2,1,1,2,False,False,False
2093,3,5,1,2,False,False,True
9901,1,4,1,1,False,False,False
1271,4,5,1,1,False,True,False
9814,3,4,1,2,False,False,True
1978,2,5,1,1,False,False,True
29225,1,2,1,1,False,False,False
27251,1,2,1,1,False,False,False
1066,1,5,1,1,False,True,False
9917,5,4,1,2,False,False,True
29499,1,2,1,1,False,False,False
10056,2,4,1,2,False,False,True
26885,2,2,1,1,False,False,False
9761,1,4,1,1,False,False,False
26938,2,2,1,2,False,False,False
42198,1,1,1,1,False,True,False
1716,1,5,1,1,False,False,False
42273,1,1,1,1,False,True,False
1859,2,5,1,2,False,True,False
29460,1,2,1,1,False,False,False
42486,1,1,1,1,True,False,False
29392,1,2,1,1,False,False,False
29318,1,2,1,1,False,False,False
9838,1,4,1,1,False,False,False
29409,1,2,1,1,False,False,False
1181,1,5,1,1,False,True,False
1942,1,5,1,1,False,True,False
42500,1,1,1,1,True,False,False
26946,1,2,1,1,False,False,False
42133,1,1,1,1,True,False,False
2135,2,5,1,2,False,False,False
42402,1,1,1,1,True,False,False
1476,3,5,1,1,False,True,False
29401,1,2,1,1,False,False,False
12297,1,4,1,1,False,False,False
5064,1,4,1,1,False,True,False
12263,1,4,1,1,False,False,False
1343,2,5,1,1,False,False,False
12345,1,4,1,1,False,False,False
