sent-id,disj_count,min_dep_length,conj_count,mean_dep_length,token_count,verb_count,max_dep_length,class_score,flesh_reading_ease,is_sent,big_np_count,big_pp_count,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized
9678,0,1,0,2.42,27,3,9,1.0,65.05,1,0,0,cyanogenmod,"Das heißt:  \newline Je nach dem von welcher Firma man ein Handy kauft, \newline hat man ein verändertes Android Betriebssystem auf dem Handy.",3_long,Computer,2013-11-27T06:06:48Z,28d34f2e053dee2c0e9399a7924cd978,"0:=Das 1:=heißt: 2:= 3:=\newline 4:=Je 5:=nach 6:=dem 7:=von 8:=welcher 9:=Firma 10:=man 11:=ein 12:=Handy 13:=kauft, 14:=\newline 15:=hat 16:=man 17:=ein 18:=verändertes 19:=Android 20:=Betriebssystem 21:=auf 22:=dem 23:=Handy."
1987,0,1,0,1.6,6,1,3,1.0,100.24,1,0,0,anschlag-am-1-januar-2017-istanbul,Viele Menschen haben dort gefeiert.,5_short,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-01-03T08:02:25Z,48f66906899cc4a9477b6c9e32ff4424,0:=Viele 1:=Menschen 2:=haben 3:=dort 4:=gefeiert.
29367,0,1,0,2.62,9,1,7,0.99,63.36,0,1,0,lugenpresse,Darum benutzen solche Menschen manchmal das Wort Lügen-presse.,6_long,Ohne_Kategorie,2015-01-13T10:59:41Z,af28a20dfb151690981ee13d72ce655c,0:=Darum 1:=benutzen 2:=solche 3:=Menschen 4:=manchmal 5:=das 6:=Wort 7:=Lügen-presse.
12152,0,1,0,1.86,8,1,4,1.0,38.99,1,0,0,echter-clownfisch,Anemonenfische und Anemonen leben in einer Symbiose.,6_long,Tiere|Seiten_mit_defekten_Dateilinks,2021-05-15T15:50:47Z,7b5adf57ed2178795004f4c052333f37,0:=Anemonenfische 1:=und 2:=Anemonen 3:=leben 4:=in 5:=einer 6:=Symbiose.
1244,0,1,0,2.71,8,1,6,1.0,115.13,1,0,0,allerheiligen,Kinder müssen nicht in die Schule gehen.,28_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Kinder 1:=müssen 2:=nicht 3:=in 4:=die 5:=Schule 6:=gehen.
1351,0,1,0,1.67,7,1,3,1.0,56.93,1,1,0,altenburg,Der Reformator Georg Spalatin lebte hier.,7_long,Städte,2019-03-20T11:00:48Z,ffaa744a207eb843b7f383adcf5da422,0:=Der 1:=Reformator 2:=Georg 3:=Spalatin 4:=lebte 5:=hier.
10065,0,1,0,2.1,11,1,8,1.0,95.17,1,0,0,dekollete,Ein Dekolleté geht vom Hals bis zum Busen einer Frau.,0_short,Kleider|Sexualität,2015-03-31T08:46:42Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Ein 1:=Dekolleté 2:=geht 3:=vom 4:=Hals 5:=bis 6:=zum 7:=Busen 8:=einer 9:=Frau.
42051,0,1,0,3.0,12,1,10,1.0,95.17,1,0,0,sinnieren,"Dora macht sich Gedanken, ob ihr Freund der Richtige ist.",3_long,Ohne_Kategorie,2012-02-18T10:58:42Z,a9f29492ed8786de5125371472bcc003,"0:=Dora 1:=macht 2:=sich 3:=Gedanken, 4:=ob 5:=ihr 6:=Freund 7:=der 8:=Richtige 9:=ist."
1383,0,1,0,2.0,7,1,4,1.0,116.15,1,0,0,alternative-fur-deutschland,Und sie wollen weniger Flüchtlinge haben.,3_short,Politik|Aus_den_Nachrichten|Partei_in_Deutschland,2016-10-08T08:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Und 1:=sie 2:=wollen 3:=weniger 4:=Flüchtlinge 5:=haben.
27038,0,1,0,3.82,12,1,9,1.0,103.63,1,1,0,kosmopolitismus,Kosmopolitismus  ist wenn man die ganze Welt als Heimat hat.,0_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-06-16T07:49:02Z,48f66906899cc4a9477b6c9e32ff4424,0:=Kosmopolitismus 1:= 2:=ist 3:=wenn 4:=man 5:=die 6:=ganze 7:=Welt 8:=als 9:=Heimat 10:=hat.
29489,0,1,0,1.6,6,2,3,0.76,83.32,1,0,0,lurker,Ein Lurker bleibt lieber versteckt.,4_short,Schimpfwort,2012-11-22T08:39:34Z,28d34f2e053dee2c0e9399a7924cd978,0:=Ein 1:=Lurker 2:=bleibt 3:=lieber 4:=versteckt.
1113,0,1,0,2.14,8,1,4,1.0,64.37,1,0,0,algorithmus,Mit einem Algo-rithmus kann man Probleme lösen.,1_short,Schule_und_Lernen|Computer|Internet|Seiten_mit_defekten_Dateilinks,2017-08-15T03:24:31Z,48f66906899cc4a9477b6c9e32ff4424,0:=Mit 1:=einem 2:=Algo-rithmus 3:=kann 4:=man 5:=Probleme 6:=lösen.
29505,0,1,0,1.71,8,1,3,0.96,55.91,1,1,0,macht,Ein Mensch mit Macht beeinflusst andere Menschen.,1_short,,2020-10-14T20:18:28Z,4ff2e716a7d06ce5274b4090b39abad3,0:=Ein 1:=Mensch 2:=mit 3:=Macht 4:=beeinflusst 5:=andere 6:=Menschen.
12512,0,1,0,2.5,7,1,5,1.0,99.23,1,0,0,einkommen-aus-besitz,Dafür geben dir die Menschen Geld.,13_long,Geld,2021-10-30T11:15:40Z,4e761a928113c1f23dda0939b1022778,0:=Dafür 1:=geben 2:=dir 3:=die 4:=Menschen 5:=Geld.
29644,0,1,0,2.67,10,1,7,0.83,29.52,1,0,0,mahatma-gandhi,"Mahatma Gandhi wollte, \newline dass Indien unabhängig wird.",22_long,Personen|Geschichte|Hurraki:Überarbeiten,2016-01-24T14:10:25Z,ab8e1e48a3f3355687558d8cb4fd204d,"0:=Mahatma 1:=Gandhi 2:=wollte, 3:=\newline 4:=dass 5:=Indien 6:=unabhängig 7:=wird."
9839,0,1,0,1.83,7,1,4,0.43,116.15,1,0,0,das-wort-zum-sonntag,Die Sendung geht 4 Minuten lang.,0_long,Seiten_mit_defekten_Dateilinks|Radio_und_Fernsehen|Religion,2014-07-07T12:00:05Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Die 1:=Sendung 2:=geht 3:=4 4:=Minuten 5:=lang.
9685,0,1,0,2.0,8,0,6,0.97,55.91,1,1,0,cyanogenmod,CyanogenMod ist ein Betriebs-system für das Smart-phone.,0_short,Computer,2013-11-27T06:06:48Z,28d34f2e053dee2c0e9399a7924cd978,0:=CyanogenMod 1:=ist 2:=ein 3:=Betriebs-system 4:=für 5:=das 6:=Smart-phone.
12571,0,1,0,1.5,5,1,2,0.97,92.8,1,0,0,eins,Oder sie bedeutet Richtig.,7_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2018-11-19T09:26:30Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=sie 2:=bedeutet 3:=Richtig.
1709,0,1,0,2.22,10,2,5,1.0,104.64,1,1,0,anakonda,Das Herz des Opfers hört dann auf zu schlagen.,17_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Das 1:=Herz 2:=des 3:=Opfers 4:=hört 5:=dann 6:=auf 7:=zu 8:=schlagen.
12371,0,1,0,2.55,12,2,8,0.9,112.09,1,0,0,eierlegende-wollmilchsau,In diesem Bild kommt vor: • eine Kuh die Milch gibt,4_long,Redewendungen,2013-10-21T08:18:22Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=diesem 2:=Bild 3:=kommt 4:=vor: 5:=• 6:=eine 7:=Kuh 8:=die 9:=Milch 10:=gibt
9673,0,1,0,1.8,6,0,3,1.0,100.24,1,0,0,currywurst,Oder sie ist eine Brüh-wurst.,1_short,Essen_und_Trinken,2019-05-23T21:15:19Z,cb1e31ab104c40efee60452f9427ce6d,0:=Oder 1:=sie 2:=ist 3:=eine 4:=Brüh-wurst.
27200,0,1,0,1.71,8,1,4,1.0,81.29,1,1,0,kreisfreie-stadt,Eine Kreisfreie Stadt gehört zu keinem Land-kreis.,0_short,Ohne_Kategorie|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2016-03-10T09:53:45Z,12c8e777393d6f1673ab5f7a7cd789da,0:=Eine 1:=Kreisfreie 2:=Stadt 3:=gehört 4:=zu 5:=keinem 6:=Land-kreis.
1169,0,1,0,2.0,8,1,5,1.0,106.67,1,1,0,alkohol,Am besten trinkt man gar keinen Alkohol.,21_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Am 1:=besten 2:=trinkt 3:=man 4:=gar 5:=keinen 6:=Alkohol.
42357,0,1,0,2.43,8,0,6,0.67,55.91,1,1,0,sneak-preview,Meistens sind Sneak Preview Filme keine Hollywood-Filme.,4_long,Film_und_Kino|Seiten_mit_defekten_Dateilinks,2017-10-23T06:43:33Z,48f66906899cc4a9477b6c9e32ff4424,0:=Meistens 1:=sind 2:=Sneak 3:=Preview 4:=Filme 5:=keine 6:=Hollywood-Filme.
42119,0,1,0,3.12,10,1,7,0.96,79.26,0,0,0,sitelen-sitelen,Sitelen Sitelen ist auf der Sprache Toki Pona aufgebaut.,5_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-02-09T12:13:55Z,e800bebc9060331edfac65e663a55570,0:=Sitelen 1:=Sitelen 2:=ist 3:=auf 4:=der 5:=Sprache 6:=Toki 7:=Pona 8:=aufgebaut.
42323,0,1,0,2.0,8,2,6,0.98,56.93,1,1,0,smartphone,Touchscreen bedeutet: ein Bildschirm zum anfassen.,7_long,Computer|Internet,2012-08-24T08:57:32Z,72fb5f8156adf1b638fc9bd1fa6cdbcf,0:=Touchscreen 1:=bedeutet: 2:=ein 3:=Bildschirm 4:=zum 5:=anfassen.
42362,0,1,0,2.78,10,1,7,1.0,96.18,1,0,0,sneak-preview,Zum Beispiel wenn man den Film gut gefunden hat.,9_long,Film_und_Kino|Seiten_mit_defekten_Dateilinks,2017-10-23T06:43:33Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=wenn 3:=man 4:=den 5:=Film 6:=gut 7:=gefunden 8:=hat.
27050,0,1,0,2.0,7,1,3,0.93,56.93,1,0,0,krafttraining,Bei den Übungen macht man Wieder-holungen.,5_long,Sport|Seiten_mit_defekten_Dateilinks,2019-10-28T08:05:49Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Bei 1:=den 2:=Übungen 3:=macht 4:=man 5:=Wieder-holungen.
27336,0,1,0,3.09,12,1,8,1.0,87.72,1,0,0,kultur,"Zum Beispiel damit,  \newline was sie für Kleider tragen.",12_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-03-14T11:57:06Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Zum 1:=Beispiel 2:=damit, 3:= 4:=\newline 5:=was 6:=sie 7:=für 8:=Kleider 9:=tragen."
27267,0,1,0,2.92,13,1,10,1.0,84.68,1,0,0,kryptomnesie,Die Person denkt das diese Informartion oder die Idee von ihr sind.,1_short,Gesundheit,2013-01-26T10:24:13Z,a9f29492ed8786de5125371472bcc003,0:=Die 1:=Person 2:=denkt 3:=das 4:=diese 5:=Informartion 6:=oder 7:=die 8:=Idee 9:=von 10:=ihr 11:=sind.
27151,0,1,0,1.5,5,1,2,1.0,50.5,1,0,0,krankheit,Oder Körper-teile funktionieren schlecht.,3_short,Gesundheit|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2020-05-07T06:15:23Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=Körper-teile 2:=funktionieren 3:=schlecht.
1475,0,1,0,2.89,10,2,7,0.8,87.72,1,0,0,altstadt,Damit man sieht wie die Stadt früher ausgesehen hat.,11_long,Stadt,2019-05-13T09:38:11Z,48f66906899cc4a9477b6c9e32ff4424,0:=Damit 1:=man 2:=sieht 3:=wie 4:=die 5:=Stadt 6:=früher 7:=ausgesehen 8:=hat.
29441,0,1,0,2.92,14,1,7,1.0,76.22,1,1,1,luiz-inacio-lula-da-silva,Zum Beispiel: In der neuen Verfassung stehen viele Rechte für die Arbeiter.,48_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=Zum 1:=Beispiel: 2:=In 3:=der 4:=neuen 5:=Verfassung 6:=stehen 7:=viele 8:=Rechte 9:=für 10:=die 11:=Arbeiter.
42178,0,1,0,2.29,8,0,5,1.0,64.37,1,0,0,skateboard,Ein Skateüboard ist ungefähr • 30 Zentimeter breit,1_long,Fortbewegung|Sport,2008-09-23T17:46:59Z,be4178123f065f8d36c5093129c005dc,0:=Ein 1:=Skateüboard 2:=ist 3:=ungefähr 4:=• 5:=30 6:=Zentimeter 7:=breit
9921,0,1,0,3.62,9,1,7,0.74,71.82,1,0,0,dauerwelle,Dann werden die Lockenwickler in die Haare gemacht.,2_long,Frisur,2013-02-20T18:45:14Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Dann 1:=werden 2:=die 3:=Lockenwickler 4:=in 5:=die 6:=Haare 7:=gemacht.
27160,0,1,0,2.15,14,0,9,1.0,80.28,1,1,0,krass,"Das Gegenteil von krass ist ""durchschnittlich"", oder ""alltäglich"".",5_long,Ohne_Kategorie,2011-12-02T12:05:23Z,a9f29492ed8786de5125371472bcc003,"0:=Das 1:=Gegenteil 2:=von 3:=krass 4:=ist 5:=""durchschnittlich"", 6:=oder 7:=""alltäglich""."
27144,0,1,0,1.83,7,1,5,1.0,48.47,1,1,0,krankheit,Krankheiten untersuchen Experten von der Patho-logie.,13_long,Gesundheit|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2020-05-07T06:15:23Z,48f66906899cc4a9477b6c9e32ff4424,0:=Krankheiten 1:=untersuchen 2:=Experten 3:=von 4:=der 5:=Patho-logie.
1689,0,1,0,3.09,12,1,9,1.0,102.61,1,0,2,an-12-unfall-in-juba,Der Unfall ist in der Nähe vom Fluss Weißer Nil passiert.,5_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Unfall 2:=ist 3:=in 4:=der 5:=Nähe 6:=vom 7:=Fluss 8:=Weißer 9:=Nil 10:=passiert.
9670,0,1,0,2.67,7,1,5,0.89,99.23,1,0,0,currywurst,Sie wird gerne mit Toast-Brot gegessen.,7_long,Essen_und_Trinken,2019-05-23T21:15:19Z,cb1e31ab104c40efee60452f9427ce6d,0:=Sie 1:=wird 2:=gerne 3:=mit 4:=Toast-Brot 5:=gegessen.
12523,0,1,0,1.38,10,0,3,0.92,37.98,1,0,0,einkommen,Ein-kommens-arten sind zum Beispiel: • Ein-kommen aus nicht-selbst-ständiger Tätigkeit,5_long,Geld,2021-10-27T16:11:52Z,4e761a928113c1f23dda0939b1022778,0:=Ein-kommens-arten 1:=sind 2:=zum 3:=Beispiel: 4:=• 5:=Ein-kommen 6:=aus 7:=nicht-selbst-ständiger 8:=Tätigkeit
27254,0,1,0,2.33,7,1,6,0.99,100.24,1,1,0,kriterien,Beispiel: Ich will ein Auto.,1_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2017-08-29T13:52:21Z,8e384e35a2bd67eaeb964edc16d2f92c,0:=Beispiel: 1:=Ich 2:=will 3:=ein 4:=Auto.
27016,0,1,0,3.22,11,2,7,0.78,87.72,1,1,0,korsett,Zum Beispiel: \newline wenn man einen krummen Rücken hat.,3_long,Gesundheit,2012-04-28T11:43:57Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Zum 1:=Beispiel: 2:=\newline 3:=wenn 4:=man 5:=einen 6:=krummen 7:=Rücken 8:=hat.
27196,0,1,0,2.29,8,1,4,1.0,89.75,0,0,0,kredit,Mit einem Kredit bekommt man Geld aus-geliehen.,0_short,Geld,2015-11-23T11:05:06Z,88797a15ffaeedd9a8292e0b51c85385,0:=Mit 1:=einem 2:=Kredit 3:=bekommt 4:=man 5:=Geld 6:=aus-geliehen.
12105,0,1,0,2.77,14,0,7,0.96,84.68,1,1,1,ecall,Zum Beispiel: • der Autofahrer soll der Chef von seinen eCall Daten sein,32_long,Ohne_Kategorie,2014-12-31T12:07:06Z,28d34f2e053dee2c0e9399a7924cd978,0:=Zum 1:=Beispiel: 2:=• 3:=der 4:=Autofahrer 5:=soll 6:=der 7:=Chef 8:=von 9:=seinen 10:=eCall 11:=Daten 12:=sein
27027,0,1,0,1.75,5,0,3,1.0,50.5,1,0,0,kosmopolitismus,Kosmo-politis-mus ist eine Welt-anschauung.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-06-16T07:49:02Z,48f66906899cc4a9477b6c9e32ff4424,0:=Kosmo-politis-mus 1:=ist 2:=eine 3:=Welt-anschauung.
12335,0,1,0,3.09,12,1,8,1.0,95.17,1,0,0,ehrenburger,"Zum Beispiel, \newline weil die Person gute Dinge gemacht hat.",1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-10-24T06:14:31Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Zum 1:=Beispiel, 2:=\newline 3:=weil 4:=die 5:=Person 6:=gute 7:=Dinge 8:=gemacht 9:=hat."
12538,0,1,0,2.2,6,0,4,0.71,-18.21,1,0,0,einpersonenpackung,Ein-personen-packungen sind sehr lange halt-bar.,4_long,Übung|Essen_und_Trinken|Seiten_mit_defekten_Dateilinks,2023-06-18T07:20:09Z,48f66906899cc4a9477b6c9e32ff4424,0:=Ein-personen-packungen 1:=sind 2:=sehr 3:=lange 4:=halt-bar.
1791,0,1,0,2.0,9,1,6,1.0,63.36,1,1,0,anarchismus,Im Anarchismus gibt es viele Gruppen und Gemeinschaften.,38_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=gibt 3:=es 4:=viele 5:=Gruppen 6:=und 7:=Gemeinschaften.
1153,0,1,0,1.75,5,0,3,1.0,92.8,1,0,0,alkohol,Ethanol ist eine Flüssigkeit.,5_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Ethanol 1:=ist 2:=eine 3:=Flüssigkeit.
1707,0,1,0,1.6,6,0,3,1.0,100.24,1,0,0,anakonda,Die Umarmung ist sehr fest.,15_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Die 1:=Umarmung 2:=ist 3:=sehr 4:=fest.
27353,0,1,0,2.0,9,1,4,1.0,29.52,1,2,0,kultusminister,Jedes Bundesland in Deutschland hat einen eigenen Kultusminister.,0_short,Politik,2009-11-27T17:58:10Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Jedes 1:=Bundesland 2:=in 3:=Deutschland 4:=hat 5:=einen 6:=eigenen 7:=Kultusminister.
27152,0,1,0,1.5,5,1,2,0.76,92.8,1,0,0,krankheit,Oder man kann sterben.,4_short,Gesundheit|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2020-05-07T06:15:23Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=man 2:=kann 3:=sterben.
27024,0,1,0,2.5,9,1,6,1.0,71.82,1,0,0,kosewort,Beim Kosewort kommen Buchstaben zu einem Namen dazu.,0_long,Sprache,2014-02-25T10:11:04Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Beim 1:=Kosewort 2:=kommen 3:=Buchstaben 4:=zu 5:=einem 6:=Namen 7:=dazu.
9780,0,1,0,2.25,9,1,7,1.0,88.74,1,1,0,danemark,Dänemark hat eine lange Küste und viele Inseln.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-04-04T08:35:33Z,f3d525674a904e48b4a41a13ef2a54a5,0:=Dänemark 1:=hat 2:=eine 3:=lange 4:=Küste 5:=und 6:=viele 7:=Inseln.
1046,0,1,0,2.0,8,0,5,0.92,81.29,1,1,0,alex-honnold,Die Kletter-route ist fast 1000 Meter lang.,2_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Die 1:=Kletter-route 2:=ist 3:=fast 4:=1000 5:=Meter 6:=lang.
10046,0,1,0,2.4,11,1,5,0.98,61.33,1,0,0,defenestration,Wenn Defenestration aus Versehen passieren ist es oft ein Unfall.,6_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2016-11-09T16:25:59Z,ac95c75a4819ddeb76a125281a8c84d9,0:=Wenn 1:=Defenestration 2:=aus 3:=Versehen 4:=passieren 5:=ist 6:=es 7:=oft 8:=ein 9:=Unfall.
12465,0,1,0,3.07,15,1,13,1.0,84.68,1,0,1,einfache-sprache,"Das heißt,  \newline die Sätze können länger als bei Leichter Sprache sein.",7_long,Sprache|Hurraki|Leichte_Sprache,2015-01-01T19:58:21Z,be9da3e660311583f64df8d974bcb2fe,"0:=Das 1:=heißt, 2:= 3:=\newline 4:=die 5:=Sätze 6:=können 7:=länger 8:=als 9:=bei 10:=Leichter 11:=Sprache 12:=sein."
12337,0,1,0,2.2,11,1,5,1.0,86.71,1,0,0,ehrenburger,Die Stadt oder die Gemeinde gibt der Person eine Auszeichnung.,3_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-10-24T06:14:31Z,48f66906899cc4a9477b6c9e32ff4424,0:=Die 1:=Stadt 2:=oder 3:=die 4:=Gemeinde 5:=gibt 6:=der 7:=Person 8:=eine 9:=Auszeichnung.
29615,0,1,0,3.17,13,1,10,1.0,59.3,1,1,0,magnus-carlsen,Bis dahin hatte Garri Kimowitsch Kasparow die meisten Punkte in der Liste.,11_long,Personen,2013-11-21T07:26:20Z,28d34f2e053dee2c0e9399a7924cd978,0:=Bis 1:=dahin 2:=hatte 3:=Garri 4:=Kimowitsch 5:=Kasparow 6:=die 7:=meisten 8:=Punkte 9:=in 10:=der 11:=Liste.
1356,0,1,0,1.83,7,0,4,0.99,116.15,1,0,0,altenburg,Das Rathaus ist 455 Jahre alt.,12_long,Städte,2019-03-20T11:00:48Z,ffaa744a207eb843b7f383adcf5da422,0:=Das 1:=Rathaus 2:=ist 3:=455 4:=Jahre 5:=alt.
1827,0,1,0,2.2,6,1,4,0.77,66.4,1,1,0,anglizismus,Sie haben die gleiche Bedeutung.,2_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Sie 1:=haben 2:=die 3:=gleiche 4:=Bedeutung.
27177,0,1,0,2.0,8,0,5,1.0,106.67,1,1,0,krawatte,Eine Krawatte ist ein langes Stück Stoff.,0_short,Kleider,2015-04-06T18:57:54Z,4189117576b2876ec34dc7db77b24cb6,0:=Eine 1:=Krawatte 2:=ist 3:=ein 4:=langes 5:=Stück 6:=Stoff.
1344,0,1,0,2.17,7,1,5,1.0,73.85,1,1,0,altenburg,Altenburg hat über 30 Tausend Einwohner.,0_long,Städte,2019-03-20T11:00:48Z,ffaa744a207eb843b7f383adcf5da422,0:=Altenburg 1:=hat 2:=über 3:=30 4:=Tausend 5:=Einwohner.
27042,0,1,0,2.33,10,2,8,1.0,80.28,1,0,0,kraftknoten,"Das heißt, die Krankenversicherung muss den Kraftknoten bezahlen.",1_long,Hilfsmittel,2008-02-12T19:08:32Z,e3afed0047b08059d0fada10f400c1e5,"0:=Das 1:=heißt, 2:=die 3:=Krankenversicherung 4:=muss 5:=den 6:=Kraftknoten 7:=bezahlen."
12475,0,1,0,2.29,8,1,6,0.92,64.37,1,0,0,einfaches-leben,Sie beobachten sich selber bei ihrem Kauf-verhalten.,5_long,Ohne_Kategorie,2015-04-06T13:18:53Z,af28a20dfb151690981ee13d72ce655c,0:=Sie 1:=beobachten 2:=sich 3:=selber 4:=bei 5:=ihrem 6:=Kauf-verhalten.
