sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,notes,english,amr,len_amr
1681,an-12-unfall-in-juba,"Und manche sagen, das Flugzeug ist zu schwer beladen worden.",3_long,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Und 1:=manche 2:=sagen, 3:=das 4:=Flugzeug 5:=ist 6:=zu 7:=schwer 8:=beladen 9:=worden.",1,,,And some say the plane was loaded too heavily.,(a / and :op2 (s / say-01 :ARG0 (s2 / some) :ARG1 (l / load-01 :ARG1 (p / plane) :ARG1-of (h / have-degree-91 :ARG2 (h2 / heavy) :ARG3 (t / too))))),1
1682,an-12-unfall-in-juba,Das Flugzeug ist ein Antonow An-12-Flugzeug.,4_long,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=Flugzeug 2:=ist 3:=ein 4:=Antonow 5:=An-12-Flugzeug.,1,,,The aircraft is an Antonov An-12 aircraft.,"(a / aircraft-type :name (n / name :op1 ""Antonov"" :op2 ""An-12"") :domain (a2 / aircraft))",1
1683,an-12-unfall-in-juba,Das ist ein Transport-flugzeug.,5_long,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=ist 2:=ein 3:=Transport-flugzeug.,1,,,This is a transport aircraft.,(a / aircraft :ARG0-of (t / transport-01) :domain (t2 / this)),1
1684,an-12-unfall-in-juba,Der AN-12 Unfall in Juba ist am 4. November 2015 gewesen.,0_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=AN-12 2:=Unfall 3:=in 4:=Juba 5:=ist 6:=am 7:=4. 8:=November 9:=2015 10:=gewesen.,3,"[[1],[3,4],[6,7,8,9]]",,"The AN-12 accident in Juba took place on November 4, 2015.","(a / accident :name (n / name :op1 ""AN-12"") :location (c / country :name (n2 / name :op1 ""Juba"")) :time (d / date-entity :day 4 :month 11 :year 2015))",1
1685,an-12-unfall-in-juba,Das Flugzeug (mit dem Namen Antonow An-12) ist abgestürzt.,1_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=Flugzeug 2:=(mit 3:=dem 4:=Namen 5:=Antonow 6:=An-12) 7:=ist 8:=abgestürzt.,2,"[[7,8],[2,4,5,6]]",,The plane (named Antonov An-12) crashed.,"(c / crash-01 :ARG1 (p / plane :name (n / name :op1 ""Antonov"" :op2 ""An-12"")))",1
1686,an-12-unfall-in-juba,Der Absturz ist kurz nach dem Abflug passiert.,2_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Absturz 2:=ist 3:=kurz 4:=nach 5:=dem 6:=Abflug 7:=passiert.,1,,,The crash happened shortly after takeoff.,(c / crash-01 :time (a / after :op1 (t / take-off-19) :ARG1-of (s / short-07))),1
1687,an-12-unfall-in-juba,Das Flugzeug ist gestartet und kurz danach ist es abgestürzt.,3_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=Flugzeug 2:=ist 3:=gestartet 4:=und 5:=kurz 6:=danach 7:=ist 8:=es 9:=abgestürzt.,3,"[[2,3],[5,6],[7,8,9]]",,The plane took off and crashed shortly afterwards.,(a / and :op1 (t / take-off-07 :ARG1 (p / plane)) :op2 (c / crash-01 :ARG1 p) :time (a2 / afterwards :ARG1-of (s / short-07))),1
1688,an-12-unfall-in-juba,Das heißt: das Flugzeug ist auf den Boden ge-stürzt.,4_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=heißt: 2:=das 3:=Flugzeug 4:=ist 5:=auf 6:=den 7:=Boden 8:=ge-stürzt.,1,,,That means: the plane crashed onto the ground.,(m / mean-01 :ARG1 (t / that) :ARG2 (c / crash-01 :ARG1 (p / plane) :location (g / ground))),1
1689,an-12-unfall-in-juba,Der Unfall ist in der Nähe vom Fluss Weißer Nil passiert.,5_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Unfall 2:=ist 3:=in 4:=der 5:=Nähe 6:=vom 7:=Fluss 8:=Weißer 9:=Nil 10:=passiert.,2,"[[1,2,3,5,6,10],[8,9]]",,The accident happened near the White Nile River.,"(n / near-02 :ARG1 (a / accident) :ARG2 (r / river :name (n2 / name :op1 ""White"" :op2 ""Nile"" :op3 ""River"")))",1
1690,an-12-unfall-in-juba,"Niemand weiß genau, warum das Flugzeug abgestürzt ist.",6_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Niemand 1:=weiß 2:=genau, 3:=warum 4:=das 5:=Flugzeug 6:=abgestürzt 7:=ist.",2,"[[0,1,2],[3,5,6,7]]",,Nobody knows exactly why the plane crashed.,(k / know-01 :ARG0 (n / nobody) :ARG1 (t / thing :ARG0-of (c / cause-01 :ARG1 (c2 / crash-01 :ARG1 (p / plane))) :mod (e / exact))),1
1691,an-12-unfall-in-juba,Bei dem Unfall sind 41 Menschen gestorben.,7_short,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2015-11-07T08:34:15Z,48f66906899cc4a9477b6c9e32ff4424,0:=Bei 1:=dem 2:=Unfall 3:=sind 4:=41 5:=Menschen 6:=gestorben.,1,,,41 people died in the accident.,(d / die-01 :ARG1 (p / person :quant 41) :ARG1-of (c / cause-01 :ARG0 (a / accident))),1
1692,anakonda,Eine Anakonda lebt in Südamerika.,0_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Eine 1:=Anakonda 2:=lebt 3:=in 4:=Südamerika.,1,,,An anaconda lives in South America.,"(l / live-01 :ARG0 (a / anaconda) :location (c / continent :name (n / name :op1 ""South"" :op2 ""America"")))",1
1693,anakonda,Ihr Zuhause ist der Regenwald.,1_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Ihr 1:=Zuhause 2:=ist 3:=der 4:=Regenwald.,1,,,Their home is the rainforest.,(f / forest :domain (h / home :poss (t / they))),1
1694,anakonda,Dort lebt sie im Wasser oder im Sumpf.,2_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Dort 1:=lebt 2:=sie 3:=im 4:=Wasser 5:=oder 6:=im 7:=Sumpf.,2,"[[3,4],[6,7]]",,There it lives in water or swamps.,(l / live-01 :ARG0 (ii / it) :location (o / or :op1 (w / water) :op2 (s / swamp))),1
1695,anakonda,Eine Anakonda kann bis zu 9 Meter groß werden.,3_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Eine 1:=Anakonda 2:=kann 3:=bis 4:=zu 5:=9 6:=Meter 7:=groß 8:=werden.,1,,,An anaconda can grow up to 9 meters long.,(p / possible-01 :ARG1 (g / grow-03 :ARG1 (a / anaconda) :ARG2 (u / up-to :op1 (d / distance-quantity :quant 9 :unit (m / meter))))),1
1696,anakonda,Diese Schlange kann bis zu 200 Kilogramm schwer werden.,4_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Diese 1:=Schlange 2:=kann 3:=bis 4:=zu 5:=200 6:=Kilogramm 7:=schwer 8:=werden.,1,,,This snake can weigh up to 200 kilograms.,(p / possible-01 :ARG1 (w / weigh-01 :ARG1 (s / snake :mod (t / this)) :ARG3 (u / up-to :op1 (m / mass-quantity :quant 200 :unit (k / kilogram))))),1
1697,anakonda,200 Kilogramm können 2 erwachsene Männer sein.,5_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=200 1:=Kilogramm 2:=können 3:=2 4:=erwachsene 5:=Männer 6:=sein.,1,,,200 kilograms can be 2 adult men.,(p / possible-01 :ARG1 (m / man :quant 2 :mod (a / adult) :domain (m2 / mass-quantity :quant 200 :unit (k / kilogram)))),1
1698,anakonda,Eine kleine Anakonda isst kleine Tiere oder Vögel.,6_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Eine 1:=kleine 2:=Anakonda 3:=isst 4:=kleine 5:=Tiere 6:=oder 7:=Vögel.,2,"[[5],[7]]",,A small anaconda eats small animals or birds.,(e / eat-01 :ARG0 (a / anaconda :mod (s / small)) :ARG1 (o / or :op1 (a2 / animal :mod (s2 / small)) :op2 (b / bird :mod s2))),1
1699,anakonda,Eine große Anakonda isst Kaimane oder Raub-katzen.,7_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Eine 1:=große 2:=Anakonda 3:=isst 4:=Kaimane 5:=oder 6:=Raub-katzen.,2,"[[4],[6]]",,A large anaconda eats caimans or big cats.,(e / eat-01 :ARG0 (a / anaconda :mod (l / large)) :ARG1 (o / or :op1 (c / caiman) :op2 (c2 / cat :mod (b / big)))),1
1700,anakonda,Kaimane sind kleine Krokodile.,8_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Kaimane 1:=sind 2:=kleine 3:=Krokodile.,2,"[[0,1],[2]]",,Caimans are small crocodiles.,"(c / crocodile :mod (s / small) :domain (e / ethnic-group :name (n / name :op1 ""Caiman"")))",1
1701,anakonda,Eine Anakonda isst am liebsten nachts.,9_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Eine 1:=Anakonda 2:=isst 3:=am 4:=liebsten 5:=nachts.,1,,,An anaconda prefers to eat at night.,(p / prefer-01 :ARG0 (a / anaconda) :ARG1 (e / eat-01 :ARG0 a :time (d / date-entity :dayperiod (n / night)))),1
1702,anakonda,In der Nacht geht sie auf Jagd.,10_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=In 1:=der 2:=Nacht 3:=geht 4:=sie 5:=auf 6:=Jagd.,2,"[[0,2],[5,6]]",,At night she goes hunting.,(g / go-02 :ARG0 (s / she) :ARG1 (h / hunt-01 :ARG0 s) :time (d / date-entity :dayperiod (n / night))),1
1703,anakonda,Sie liegt im Wasser und wartet da auf ihr Essen.,11_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Sie 1:=liegt 2:=im 3:=Wasser 4:=und 5:=wartet 6:=da 7:=auf 8:=ihr 9:=Essen.,2,"[[1,2,3],[5,6,7,8,9]]",,She lies in the water and waits for her food.,(a / and :op1 (l / lie-07 :ARG1 (s / she) :ARG2 (w / water)) :op2 (w2 / wait-01 :ARG1 s :ARG2 (f / food :poss s))),1
1704,anakonda,Sie muss ihr Essen erstmal fangen.,12_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Sie 1:=muss 2:=ihr 3:=Essen 4:=erstmal 5:=fangen.,1,,,She has to catch her food first.,(o / obligate-01 :ARG2 (c / catch-01 :ARG0 (s / she) :ARG1 (f / food :poss s) :ord (o2 / ordinal-entity :value 1))),1
1705,anakonda,Ihr Essen nennt sich dann Beute oder Opfer.,13_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=Ihr 1:=Essen 2:=nennt 3:=sich 4:=dann 5:=Beute 6:=oder 7:=Opfer.,2,"[[5],[7]]",,Their food is then called prey or sacrifice.,(c / call-01 :ARG1 (f / food :poss (t / they)) :ARG2 (o / or :op1 (p / prey-01) :op2 (s / sacrifice-01)) :time (t2 / then)),1
