,sent-id,amr_length
271,1353,1
272,1354,1
273,1355,1
274,1356,1
275,1357,1
276,1358,1
277,1359,1
278,1360,1
279,1361,1
280,1362,1
281,1363,1
282,1364,1
283,1365,1
284,1366,1
285,1368,1
286,1369,1
287,1370,1
288,1371,1
289,1372,1
290,1373,1
291,1375,1
292,1376,1
293,1377,1
294,1378,1
295,1379,1
296,1380,1
297,1382,1
298,1383,1
299,1384,1
300,1385,1
301,1386,1
302,1387,1
303,1388,1
304,1389,1
305,1390,1
306,1391,1
307,1392,1
308,1393,1
309,1394,1
310,1397,1
311,1398,1
312,1399,1
313,1400,1
314,1405,1
315,1406,1
316,1408,1
317,1413,1
318,1414,1
319,1418,1
320,1420,1
321,1421,1
322,1423,1
323,1424,1
324,1425,1
325,1426,1
326,1427,1
327,1428,1
328,1429,1
329,1431,1
330,1432,1
331,1433,1
332,1434,1
333,1436,1
334,1437,1
335,1438,1
336,1439,1
337,1440,1
338,1444,1
339,1445,1
340,1447,1
341,1448,1
342,1449,1
343,1450,1
344,1451,1
345,1453,1
346,1456,1
347,1457,1
348,1460,1
349,1462,1
350,1464,1
351,1465,1
352,1466,1
353,1467,1
354,1468,1
355,1469,1
356,1470,1
357,1471,1
358,1472,1
359,1473,1
360,1474,1
361,1475,1
362,1476,1
363,1477,1
364,1478,1
365,1480,1
366,1482,1
367,1484,1
368,1485,1
369,1486,1
370,1487,1
371,1488,1
372,1489,1
373,1490,1
374,1491,1
375,1492,1
376,1493,1
377,1494,1
378,1649,1
379,1650,1
380,1651,1
381,1652,1
382,1653,1
383,1654,1
384,1656,1
385,1657,1
386,1660,1
387,1661,1
388,1662,1
389,1663,1
390,1664,1
391,1665,1
392,1666,1
393,1667,1
394,1668,1
395,1669,1
396,1670,1
397,1671,1
398,1672,1
399,1673,1
400,1674,1
401,1675,1
402,1677,1
403,1678,1
404,1679,1
405,1680,1
406,1681,1
407,1682,1
408,1683,1
409,1684,1
410,1685,1
411,1686,1
412,1687,1
413,1688,1
414,1689,1
415,1690,1
416,1691,1
417,1692,1
418,1693,1
419,1694,1
420,1695,1
421,1696,1
422,1697,1
423,1698,1
424,1699,1
425,1700,1
426,1701,1
427,1702,1
428,1703,1
429,1704,1
430,1705,1
431,1706,1
432,1707,1
433,1708,1
434,1709,1
435,1710,1
436,1711,1
437,1712,1
438,1713,1
439,1714,1
440,1715,1
441,1716,1
442,1717,1
443,1718,1
444,1719,1
445,1721,1
446,1722,1
447,1723,1
448,1726,1
449,1727,1
450,1729,1
451,1730,1
452,1732,1
453,1733,1
454,1735,1
455,1736,1
456,1737,1
457,1738,1
458,1739,1
459,1740,1
460,1741,1
461,1742,1
462,1748,1
463,1749,1
464,1750,1
465,1753,1
466,1754,1
467,1755,1
468,1756,1
469,1758,1
470,1759,1
471,1760,1
472,1761,1
473,1762,1
474,1764,1
475,1765,1
476,1766,1
477,1767,1
478,1768,1
479,1769,1
480,1770,1
481,1771,1
482,1772,1
483,1773,1
484,1774,1
485,1775,1
486,1777,1
487,1778,1
488,1779,1
489,1780,1
490,1781,1
491,1782,1
492,1783,1
493,1784,1
494,1785,1
495,1786,1
496,1787,1
497,1788,1
498,1789,1
499,1790,1
500,1791,1
501,1792,1
502,1795,1
503,1796,1
504,1797,1
505,1798,1
506,1800,1
507,1801,1
508,1803,1
509,1804,1
510,1807,1
511,1808,1
512,1811,1
513,1812,1
514,1813,1
515,1814,1
516,1815,1
517,1816,1
518,1821,1
519,1822,1
520,1823,1
521,1825,1
522,1826,1
523,1827,1
524,1828,1
525,1829,1
526,1830,1
527,1831,1
528,1832,1
529,1834,1
530,1835,1
531,1836,1
532,1837,1
533,1838,1
534,1840,1
535,1841,1
536,1842,1
537,1844,1
538,1845,1
539,1846,1
540,1847,1
541,1848,1
542,1849,1
543,1850,1
544,1851,1
545,1852,1
546,1853,1
547,1854,1
548,1855,1
549,1856,1
550,1857,1
551,1858,1
552,1859,1
553,1860,1
554,1861,1
555,1862,1
556,1863,1
557,1864,1
558,1865,1
559,1866,1
560,1867,1
561,1868,1
562,1869,1
563,1870,1
564,1872,1
565,1875,1
566,1876,1
567,1877,1
568,1878,1
569,1879,1
570,1880,1
571,1881,1
572,1882,1
573,1883,1
574,1884,1
575,1885,1
576,1886,1
577,1887,1
578,1888,1
579,1889,1
580,1890,1
581,1892,1
582,1893,1
583,1894,1
584,1896,1
585,1897,1
586,1898,1
587,1899,1
588,1900,1
589,1901,1
590,1902,1
591,1904,1
592,1907,1
593,1909,1
594,1910,1
595,1911,1
596,1914,1
597,1915,1
598,1916,1
599,1918,1
600,1919,1
601,1920,1
602,1922,1
603,1923,1
604,1926,1
605,1927,1
606,1928,1
607,1929,1
608,1930,1
609,1931,1
610,1932,1
611,1933,1
612,1935,1
613,1936,1
614,1937,1
615,1938,1
616,1940,1
617,1941,1
618,1942,1
619,1943,1
620,1944,1
621,1945,1
622,1947,1
623,1948,1
624,1954,1
625,1955,1
626,1956,1
627,1957,1
628,1958,1
629,1959,1
630,1960,1
631,1961,1
632,1962,1
633,1963,1
634,1964,1
635,1965,1
636,1966,1
637,1967,1
638,1968,1
639,1969,1
640,1970,1
641,1971,1
642,1972,1
643,1973,1
644,1974,1
645,1975,1
646,1976,1
647,1978,1
648,1979,1
649,1982,1
650,1983,1
651,1984,1
652,1985,1
653,1986,1
654,1987,1
655,1988,1
656,1989,1
657,1990,1
658,1991,1
659,1992,1
660,1993,1
661,1994,1
662,1995,1
663,1996,1
664,1997,1
665,1998,1
666,1999,1
667,2000,1
668,2002,1
669,2003,1
670,2004,1
671,2005,2
672,2006,1
673,2007,1
674,2008,1
675,2009,1
676,2010,1
677,2011,1
678,2012,1
679,2013,1
680,2014,1
681,2015,1
682,2016,1
683,2017,1
684,2018,1
685,2019,1
686,2020,1
687,2021,1
688,2022,1
689,2023,1
690,2024,1
691,2025,1
692,2026,1
693,2027,1
694,2028,1
695,2029,1
696,2031,1
697,2032,1
698,2033,1
699,2034,1
700,2035,1
701,2036,1
702,2037,1
703,2038,1
704,2039,1
705,2040,1
706,2042,1
707,2043,1
708,2044,1
709,2045,1
710,2046,1
711,2047,1
712,2048,1
713,2049,1
714,2050,1
715,2051,1
716,2052,1
717,2053,1
718,2054,1
719,2055,1
720,2056,1
721,2057,1
722,2058,1
723,2060,1
724,2061,1
725,2062,1
726,2063,1
727,2064,1
728,2065,1
729,2066,1
730,2067,1
731,2068,1
732,2069,1
733,2070,1
734,2071,1
735,2072,1
736,2073,1
737,2074,1
738,2075,1
739,2076,1
740,2077,1
741,2079,1
742,2080,1
743,2081,1
744,2082,1
745,2083,1
746,2084,1
747,2085,1
748,2086,1
749,2087,1
750,2088,1
751,2089,1
752,2090,1
753,2091,1
754,2092,1
755,2093,1
756,2094,1
757,2095,1
758,2098,1
759,2099,1
760,2100,1
761,2101,1
762,2102,1
763,2104,1
764,2105,1
765,2106,1
766,2107,1
767,2109,1
768,2110,1
769,2111,1
770,2112,1
771,2113,1
772,2114,1
773,2115,1
774,2116,1
775,2117,1
776,2118,1
777,2119,1
778,2120,1
779,2121,1
780,2122,1
781,2123,1
782,2124,1
783,2126,1
784,2127,1
785,2128,1
786,2129,1
787,2130,1
788,2131,1
789,2133,1
790,2134,1
791,2135,1
792,2136,1
793,2137,1
794,2138,1
795,2139,1
796,2140,1
797,2141,1
798,2142,1
799,2143,1
800,2144,1
801,2145,1
802,2146,1
803,2147,1
804,2150,1
805,2151,1
806,2152,1
807,2153,1
808,2154,1
809,2155,1
810,2156,1
811,9663,1
812,9664,1
813,9665,1
814,9666,1
815,9667,1
816,9668,1
817,9669,1
818,9670,1
819,9672,1
820,9673,1
821,9674,1
822,9675,1
823,9676,1
824,9677,1
825,9678,1
826,9679,1
827,9680,1
828,9682,1
829,9683,1
830,9685,1
831,9686,1
832,9687,1
833,9688,1
834,9689,1
835,9690,1
836,9691,1
837,9693,1
838,9694,1
839,9695,1
840,9696,1
841,9697,1
842,9700,1
843,9703,1
844,9704,1
845,9705,2
846,9706,1
847,9707,1
848,9711,1
849,9712,1
850,9713,1
851,9714,1
852,9715,1
853,9716,1
854,9718,1
855,9719,1
856,9720,1
857,9721,1
858,9722,1
859,9724,1
860,9725,1
861,9726,1
862,9728,1
863,9729,1
864,9730,1
865,9731,1
866,9732,1
867,9733,1
868,9734,1
869,9735,1
870,9738,1
871,9740,1
872,9741,1
873,9742,1
874,9743,1
875,9744,1
876,9746,1
877,9748,1
878,9749,1
879,9752,1
880,9753,1
881,9754,1
882,9755,1
883,9756,1
884,9757,1
885,9758,1
886,9759,1
887,9760,1
888,9761,1
889,9762,1
890,9763,1
891,9764,1
892,9765,1
893,9766,1
894,9767,1
895,9768,1
896,9769,1
897,9770,1
898,9771,1
899,9772,1
900,9773,1
901,9774,1
902,9775,1
903,9776,1
904,9778,1
905,9779,1
906,9780,1
907,9782,1
908,9783,1
909,9784,1
910,9785,1
911,9786,1
912,9787,1
913,9788,1
914,9789,1
915,9790,1
916,9791,1
917,9792,1
918,9793,1
919,9794,1
920,9795,1
921,9796,1
922,9797,1
923,9798,1
924,9803,1
925,9804,1
926,9810,1
927,9811,1
928,9812,2
929,9814,2
930,9815,1
931,9816,1
932,9817,1
933,9818,1
934,9819,1
935,9820,1
936,9821,1
937,9822,1
938,9825,1
939,9826,1
940,9827,1
941,9828,1
942,9829,2
943,9830,1
944,9831,1
945,9832,1
946,9833,1
947,9836,1
948,9837,1
949,9838,1
950,9839,1
951,9842,1
952,9843,1
953,9844,1
954,9845,1
955,9846,1
956,9847,1
957,9848,1
958,9851,1
959,9852,1
960,9853,1
961,9855,1
962,9856,2
963,9857,1
964,9858,1
965,9859,1
966,9860,1
967,9861,1
968,9862,1
969,9863,1
970,9866,1
971,9867,1
972,9868,1
973,9869,1
974,9870,1
975,9872,1
976,9873,1
977,9874,1
978,9875,1
979,9876,1
980,9877,1
981,9878,1
982,9879,1
983,9880,1
984,9881,1
985,9884,1
986,9886,1
987,9887,1
988,9888,1
989,9889,1
990,9890,1
991,9891,1
992,9892,1
993,9893,1
994,9894,1
995,9895,1
996,9896,1
997,9897,1
998,9898,1
999,9899,1
1000,9900,1
1001,9901,1
1002,9902,1
1003,9903,1
1004,9905,1
1005,9906,1
1006,9907,1
1007,9909,1
1008,9910,1
1009,9915,1
1010,9916,1
1011,9917,1
1012,9918,1
1013,9919,1
1014,9920,1
1015,9921,1
1016,9922,1
1017,9923,1
1018,9924,1
1019,9925,1
1020,9927,1
1021,9928,1
1022,9929,1
1023,9930,1
1024,9931,1
1025,9932,1
1026,9933,1
1027,9934,1
1028,9935,1
1029,9936,1
1030,9937,1
1031,9938,1
1032,9939,1
1033,9940,1
1034,9941,1
1035,9942,1
1036,9943,1
1037,9944,1
1038,9945,1
1039,9946,1
1040,9947,1
1041,9948,1
1042,9949,1
1043,9951,1
1044,9952,1
1045,9964,1
1046,9965,1
1047,9966,1
1048,9967,1
1049,9968,1
1050,9969,1
1051,9970,1
1052,9971,1
1053,9973,1
1054,9974,1
1055,9975,1
1056,9976,1
1057,9977,1
1058,9978,1
1059,9979,1
1060,9980,1
1061,9981,1
1062,9984,1
1063,9985,1
1064,9986,1
1065,9987,1
1066,9988,1
1067,9989,1
1068,9990,1
1069,9991,1
1070,9992,1
1071,9993,1
1072,9994,1
1073,9995,1
1074,9997,1
1075,9998,1
1076,9999,1
1077,10000,1
1078,10001,1
1079,10003,1
1080,10004,1
1081,10008,1
1082,10009,1
1083,10010,1
1084,10011,1
1085,10014,1
1086,10015,1
1087,10016,1
1088,10019,1
1089,10020,1
1090,10021,1
1091,10022,1
1092,10023,1
1093,10024,1
1094,10025,1
1095,10026,1
1096,10028,1
1097,10029,1
1098,10030,1
1099,10031,1
1100,10032,1
1101,10033,1
1102,10034,1
1103,10035,1
1104,10036,1
1105,10037,1
1106,10040,1
1107,10041,1
1108,10043,1
1109,10044,1
1110,10046,1
1111,10048,1
1112,10049,1
1113,10051,1
1114,10052,1
1115,10053,1
1116,10054,1
1117,10055,1
1118,10056,1
1119,10057,1
1120,10058,1
1121,10059,1
1122,10060,1
1123,10061,1
1124,10062,1
1125,10063,1
1126,10065,1
1127,10066,1
1128,10067,1
1129,10068,1
1130,10069,1
1131,10073,1
1132,10074,1
1133,10075,1
1134,10076,1
1135,10077,1
1136,10080,1
1137,10082,1
1138,10084,1
1139,10085,1
1140,10086,1
1141,10087,1
1142,10088,1
1143,10089,1
1144,10090,1
1145,10091,1
1146,10092,1
1147,10093,1
1148,10094,1
1149,10095,1
1150,10096,1
1151,10097,1
1152,10099,1
1153,10101,1
1154,10102,1
1155,10103,1
1156,10105,1
1157,10106,1
1158,10107,1
1159,10108,1
1160,10109,1
1161,10110,1
1162,10111,1
1163,10112,1
1164,10113,1
1165,10114,1
1166,10115,1
1167,10116,1
1168,10117,1
1169,10118,1
1170,10119,1
1171,10120,1
1172,10121,1
1173,10122,1
1174,10124,1
1175,10125,1
1176,10126,1
1177,10127,1
1178,10128,1
1179,10129,1
1180,10130,1
1181,10131,1
1182,10132,1
1183,10133,1
1184,10134,1
1185,10135,1
1186,10136,1
1187,10137,1
1188,10138,1
1189,10139,1
1190,10140,1
1191,10141,1
1192,10142,1
1193,10143,1
1194,10144,1
1195,10145,1
1196,10146,1
1197,10147,1
1198,10148,1
1199,10149,1
1200,10150,1
1201,10151,1
1202,10152,1
1203,10153,1
1204,10155,1
1205,10156,1
1206,10157,1
1207,10158,1
1208,10159,1
1209,10160,1
1210,10161,1
1211,10162,1
1212,10163,1
1213,10164,1
1214,10165,1
1215,10166,1
1216,12070,1
1217,12071,1
1218,12072,1
1219,12073,1
1220,12074,1
1221,12075,1
1222,12078,1
1223,12079,1
1224,12080,1
1225,12082,1
1226,12083,1
1227,12084,1
1228,12085,1
1229,12086,1
1230,12087,1
1231,12088,1
1232,12089,1
1233,12090,1
1234,12091,1
1235,12092,1
1236,12093,1
1237,12094,1
1238,12095,1
1239,12096,1
1240,12097,1
1241,12098,1
1242,12100,1
1243,12101,1
1244,12102,1
1245,12103,1
1246,12104,1
1247,12105,1
1248,12106,1
1249,12107,1
1250,12110,1
1251,12111,1
1252,12112,1
1253,12113,1
1254,12114,1
1255,12115,1
1256,12116,1
1257,12117,1
1258,12118,1
1259,12124,1
1260,12125,1
1261,12127,1
1262,12128,1
1263,12129,1
1264,12130,1
1265,12131,1
1266,12132,1
1267,12134,1
1268,12135,1
1269,12136,1
1270,12137,1
1271,12138,1
1272,12139,1
1273,12141,1
1274,12143,1
1275,12144,1
1276,12145,1
1277,12146,1
1278,12147,1
1279,12148,1
1280,12149,1
1281,12151,1
1282,12152,1
1283,12153,1
1284,12154,1
1285,12155,1
1286,12156,1
1287,12157,1
1288,12159,1
1289,12160,1
1290,12161,1
1291,12162,1
1292,12165,1
1293,12166,1
1294,12167,1
1295,12168,1
1296,12170,1
1297,12171,1
1298,12172,1
1299,12173,1
1300,12174,1
1301,12176,1
1302,12177,1
1303,12178,1
1304,12180,1
1305,12181,1
1306,12182,1
1307,12183,1
1308,12184,1
1309,12185,1
1310,12187,1
1311,12188,1
1312,12189,1
1313,12190,1
1314,12191,1
1315,12192,1
1316,12193,1
1317,12195,1
1318,12196,1
1319,12198,1
1320,12199,1
1321,12200,1
1322,12201,1
1323,12202,1
1324,12204,1
1325,12205,1
1326,12206,1
1327,12207,1
1328,12208,1
1329,12210,1
1330,12211,1
1331,12212,1
1332,12213,1
1333,12214,1
1334,12216,1
1335,12217,1
1336,12218,1
1337,12219,1
1338,12220,1
1339,12221,1
1340,12222,1
1341,12223,1
1342,12224,1
1343,12225,1
1344,12226,1
1345,12227,1
1346,12228,1
1347,12229,1
1348,12230,1
1349,12231,1
1350,12232,1
1351,12233,1
1352,12234,1
1353,12235,1
1354,12236,1
1355,12237,1
1356,12238,1
1357,12239,1
1358,12240,1
1359,12241,1
1360,12242,1
1361,12243,1
1362,12244,1
1363,12245,1
1364,12246,1
1365,12253,1
1366,12254,1
1367,12255,1
1368,12256,1
1369,12257,1
1370,12258,1
1371,12259,1
1372,12260,1
1373,12262,1
1374,12263,1
1375,12264,1
1376,12265,1
1377,12266,1
1378,12267,1
1379,12268,1
1380,12270,1
1381,12271,1
1382,12272,1
1383,12273,1
1384,12274,1
1385,12275,1
1386,12276,1
1387,12277,1
1388,12278,1
1389,12279,1
1390,12280,1
1391,12281,1
1392,12282,1
1393,12283,1
1394,12284,1
1395,12285,1
1396,12286,1
1397,12287,1
1398,12288,1
1399,12290,1
1400,12291,1
1401,12292,1
1402,12293,1
1403,12297,1
1404,12300,1
1405,12301,1
1406,12302,1
1407,12303,1
1408,12304,1
1409,12305,1
1410,12306,1
1411,12307,1
1412,12308,1
1413,12310,1
1414,12312,1
1415,12313,1
1416,12314,1
1417,12315,1
1418,12317,1
1419,12318,1
1420,12319,1
1421,12320,1
1422,12321,1
1423,12323,1
1424,12324,1
1425,12325,1
1426,12326,1
1427,12328,1
1428,12329,1
1429,12330,1
1430,12331,1
1431,12332,1
1432,12333,1
1433,12334,1
1434,12335,1
1435,12336,1
1436,12337,1
1437,12338,1
1438,12339,1
1439,12340,1
1440,12341,1
1441,12342,1
1442,12343,1
1443,12344,1
1444,12345,1
1445,12346,1
1446,12347,1
1447,12348,1
1448,12349,1
1449,12350,1
1450,12351,1
1451,12352,1
1452,12353,1
1453,12354,1
1454,12355,1
1455,12356,1
1456,12357,1
1457,12358,1
1458,12359,1
1459,12360,1
1460,12361,1
1461,12362,1
1462,12363,1
1463,12364,1
1464,12366,1
1465,12367,1
1466,12368,1
1467,12369,1
1468,12370,1
1469,12371,1
1470,12372,1
1471,12374,1
1472,12375,1
1473,12376,1
1474,12377,1
1475,12378,1
1476,12379,1
1477,12380,1
1478,12381,1
1479,12382,1
1480,12383,1
1481,12384,1
1482,12385,1
1483,12386,1
1484,12387,1
1485,12388,1
1486,12390,1
1487,12391,1
1488,12392,1
1489,12393,2
1490,12394,1
1491,12395,1
1492,12396,1
1493,12397,1
1494,12398,1
1495,12399,1
1496,12400,1
1497,12401,1
1498,12402,1
1499,12403,1
1500,12404,1
1501,12405,1
1502,12406,1
1503,12407,1
1504,12408,1
1505,12409,1
1506,12410,1
1507,12411,1
1508,12412,1
1509,12413,1
1510,12414,1
1511,12415,1
1512,12416,1
1513,12417,1
1514,12419,1
1515,12420,1
1516,12421,1
1517,12422,1
1518,12423,1
1519,12424,1
1520,12425,1
1521,12426,1
1522,12427,1
1523,12429,1
1524,12430,1
1525,12431,1
1526,12432,1
1527,12433,1
1528,12434,1
1529,12436,1
1530,12437,1
1531,12438,1
1532,12439,1
1533,12440,1
1534,12441,1
1535,12442,1
1536,12443,1
1537,12445,1
1538,12446,1
1539,12447,1
1540,12448,1
1541,12452,1
1542,12453,1
1543,12454,1
1544,12456,1
1545,12458,1
1546,12459,1
1547,12460,1
1548,12461,1
1549,12463,1
1550,12464,1
1551,12465,1
1552,12466,1
1553,12467,1
1554,12468,1
1555,12469,1
1556,12470,1
1557,12471,1
1558,12473,1
1559,12474,1
1560,12475,1
1561,12476,1
1562,12477,1
1563,12479,1
1564,12480,1
1565,12482,1
1566,12483,1
1567,12484,1
1568,12485,1
1569,12486,1
1570,12487,1
1571,12488,1
1572,12489,1
1573,12490,1
1574,12491,1
1575,12492,1
1576,12493,1
1577,12494,2
1578,12495,2
1579,12496,2
1580,12497,3
1581,12499,1
1582,12500,1
1583,12501,1
1584,12502,1
1585,12503,1
1586,12504,1
1587,12505,1
1588,12506,1
1589,12507,1
1590,12508,1
1591,12509,1
1592,12510,1
1593,12511,1
1594,12512,1
1595,12513,1
1596,12514,1
1597,12515,1
1598,12516,1
1599,12517,1
1600,12518,1
1601,12519,1
1602,12520,1
1603,12521,1
1604,12522,1
1605,12523,1
1606,12524,1
1607,12525,1
1608,12526,1
1609,12527,1
1610,12528,1
1611,12529,1
1612,12530,1
1613,12532,1
1614,12533,1
1615,12534,1
1616,12536,1
1617,12537,1
1618,12538,1
1619,12541,1
1620,12542,1
1621,12543,1
1622,12544,1
1623,12545,1
1624,12546,1
1625,12547,1
1626,12549,1
1627,12552,1
1628,12553,1
1629,12554,1
1630,12555,1
1631,12556,1
1632,12557,1
1633,12558,1
1634,12559,1
1635,12560,1
1636,12561,1
1637,12562,1
1638,12564,1
1639,12565,1
1640,12567,1
1641,12568,1
1642,12570,1
1643,12571,1
1644,12572,1
1645,12573,1
1646,12574,1
1647,26853,1
1648,26854,1
1649,26855,1
1650,26856,1
1651,26857,1
1652,26858,1
1653,26859,1
1654,26860,1
1655,26861,1
1656,26862,1
1657,26863,1
1658,26865,1
1659,26867,1
1660,26868,1
1661,26869,1
1662,26870,1
1663,26871,1
1664,26872,1
1665,26873,1
1666,26874,1
1667,26875,1
1668,26876,1
1669,26877,1
1670,26879,1
1671,26880,1
1672,26881,1
1673,26882,1
1674,26883,1
1675,26884,1
1676,26885,1
1677,26886,1
1678,26887,1
1679,26888,1
1680,26889,1
1681,26890,1
1682,26891,1
1683,26892,1
1684,26895,1
1685,26896,1
1686,26897,1
1687,26898,1
1688,26899,1
1689,26900,1
1690,26901,1
1691,26902,1
1692,26903,1
1693,26904,1
1694,26905,1
1695,26906,1
1696,26907,1
1697,26908,1
1698,26909,1
1699,26910,1
1700,26911,1
1701,26913,1
1702,26914,1
1703,26915,1
1704,26916,1
1705,26917,1
1706,26918,1
1707,26919,1
1708,26920,1
1709,26921,1
1710,26922,1
1711,26923,1
1712,26924,1
1713,26925,1
1714,26926,1
1715,26927,1
1716,26928,1
1717,26929,1
1718,26930,1
1719,26931,1
1720,26932,1
1721,26933,1
1722,26934,1
1723,26935,1
1724,26936,1
1725,26937,1
1726,26938,1
1727,26939,1
1728,26941,1
1729,26942,1
1730,26944,1
1731,26946,1
1732,26947,1
1733,26949,1
1734,26950,1
1735,26951,1
1736,26952,1
1737,26953,1
1738,26954,1
1739,26955,1
1740,26956,1
1741,26957,1
1742,26958,1
1743,26959,1
1744,26960,1
1745,26961,1
1746,26962,1
1747,26965,1
1748,26966,1
1749,26967,1
1750,26968,1
1751,26969,1
1752,26970,1
1753,26971,1
1754,26973,1
1755,26974,1
1756,26975,1
1757,26976,1
1758,26977,1
1759,26978,1
1760,26979,1
1761,26981,1
1762,26982,1
1763,26983,1
1764,26984,1
1765,26985,1
1766,26986,1
1767,26987,1
1768,26988,1
1769,26990,1
1770,26991,1
1771,26993,1
1772,26994,1
1773,26995,1
1774,26996,1
1775,26997,1
1776,26998,1
1777,26999,1
1778,27000,1
1779,27001,1
1780,27002,1
1781,27003,1
1782,27004,1
1783,27005,1
1784,27006,1
1785,27007,1
1786,27008,1
1787,27009,1
1788,27010,1
1789,27011,1
1790,27012,1
1791,27013,1
1792,27014,1
1793,27015,1
1794,27016,1
1795,27017,1
1796,27018,1
1797,27019,1
1798,27020,1
1799,27021,1
1800,27022,1
1801,27023,1
1802,27024,1
1803,27026,1
1804,27027,1
1805,27028,1
1806,27029,1
1807,27030,1
1808,27031,1
1809,27032,1
1810,27034,1
1811,27036,1
1812,27037,1
1813,27038,1
1814,27039,1
1815,27040,1
1816,27041,1
1817,27042,1
1818,27043,1
1819,27044,1
1820,27045,1
1821,27047,1
1822,27049,1
1823,27050,1
1824,27051,1
1825,27053,1
1826,27054,1
1827,27060,1
1828,27061,1
1829,27062,1
1830,27063,1
1831,27064,1
1832,27065,1
1833,27066,1
1834,27067,1
1835,27068,1
1836,27069,1
1837,27070,1
1838,27072,1
1839,27073,1
1840,27074,1
1841,27075,1
1842,27076,1
1843,27077,1
1844,27078,1
1845,27079,1
1846,27080,1
1847,27081,1
1848,27082,1
1849,27083,1
1850,27084,1
1851,27085,1
1852,27087,1
1853,27088,1
1854,27089,1
1855,27092,1
1856,27094,1
1857,27095,1
1858,27096,1
1859,27098,1
1860,27099,1
1861,27101,1
1862,27102,1
1863,27107,1
1864,27108,1
1865,27109,1
1866,27110,1
1867,27111,1
1868,27113,1
1869,27114,1
1870,27115,1
1871,27116,1
1872,27117,1
