UMAP0,UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,sent-id
9.985269,7.968274,9.294372,9.337688,1.4324775,5.776973,4.0707483,0.84590375,0.618452,2.0361812,1015
9.973984,7.9982915,9.283291,9.361976,1.4999567,5.8030934,4.1276083,0.7785052,0.64174,1.9945525,1016
9.976359,7.980956,9.306352,9.385232,1.5103232,5.7899604,4.1415257,0.73144853,0.6558257,1.9604726,1017
9.883003,8.355058,8.969843,9.179955,1.7057288,6.219583,3.9537673,0.74430263,-0.037351146,1.7941483,1018
9.975862,7.998727,9.287813,9.369834,1.5071968,5.7981887,4.1351757,0.7681516,0.6527104,1.9896202,1019
9.683287,7.6767077,8.995071,9.1454,1.3503193,5.780279,3.884648,1.210198,-0.19322784,2.1137807,1020
9.671066,7.591469,9.012264,9.179447,1.3139203,5.7694063,3.9721208,1.1702873,-0.066217914,2.098825,1022
9.395455,6.764757,9.23418,9.179489,1.2717098,5.6691885,4.26036,0.43317893,-0.14265324,1.2793572,1023
9.7633095,8.09098,8.913263,9.0252495,1.5590273,6.1382565,3.8414001,1.0480653,-0.30467013,1.9304433,1025
9.215619,6.8810906,8.892878,9.174497,1.5826851,6.0421805,4.657618,0.6656665,0.051265534,1.376079,1026
9.739053,7.935644,8.970076,9.062551,1.4703908,6.079226,3.8249784,0.9167523,-0.30632007,1.8640059,1028
8.970255,5.1871257,9.590147,9.227859,1.1940963,4.320585,4.5972133,0.8503968,-0.35137376,1.3623265,1029
10.297638,8.730909,9.148146,9.286241,1.4261476,5.816372,3.651399,1.3960268,0.7576571,2.660482,1030
10.215002,8.582822,9.22222,9.266642,1.3570629,5.7999015,3.661814,1.226738,0.61436373,2.4973702,1031
10.249533,8.646065,9.167229,9.279736,1.410588,5.843857,3.66352,1.2776594,0.6565553,2.5265517,1032
9.033583,7.0755877,8.640265,8.910071,2.3771532,6.4082885,4.963999,0.96098995,-0.27415484,1.470562,1033
9.022133,7.0645533,8.627398,8.855398,2.4161942,6.3516345,4.8910303,1.0983677,-0.39152512,1.5298713,1034
9.949179,7.97756,9.272147,9.365716,1.5349183,5.8268657,4.1703386,0.7312031,0.6316062,1.9472328,1035
9.930522,7.970021,9.263235,9.353822,1.560077,5.855226,4.180954,0.683606,0.5845551,1.8973073,1036
9.971065,7.9943876,9.283722,9.367622,1.5102501,5.8043675,4.139523,0.76684535,0.647766,1.9889252,1037
9.832648,7.9930663,9.119398,9.3331585,1.6862799,6.042441,4.3091197,0.6638406,0.5128858,1.8507442,1038
9.598633,8.182224,8.782199,9.374475,2.1709795,6.572415,4.677931,0.1946886,0.20795894,1.3453898,1039
9.598536,7.8672457,9.1203,9.123356,1.7922198,6.4891143,4.233622,-0.35764015,-0.50194967,0.7274463,1040
9.86818,7.89004,9.213048,9.312725,1.5581597,5.8943143,4.234741,0.7650735,0.5643935,1.9235331,1041
9.946233,8.009803,9.242115,9.369811,1.5434706,5.8492556,4.154517,0.73187584,0.59351444,1.9481367,1042
9.943194,7.976832,9.268435,9.370921,1.5479506,5.8345513,4.1855917,0.71163327,0.63334394,1.9323865,1043
10.1284485,8.931195,8.891851,9.128967,1.7770767,5.972185,3.4950979,1.5415431,-0.35312593,2.5870202,1044
10.142751,8.953515,8.903649,9.144856,1.7536075,5.9892364,3.4978094,1.5121261,-0.3206124,2.5595818,1045
10.031491,8.838422,8.841694,9.05727,1.7791216,6.1742363,3.5698414,1.3353506,-0.43200272,2.3311875,1046
9.161771,7.559317,8.398506,8.903712,2.368896,6.357825,4.5764313,1.7730594,-0.8985385,2.6197047,1047
9.043438,6.9731445,8.567425,8.742796,2.3889196,6.1359606,4.8110337,1.9935234,-0.27911675,2.4621649,1048
7.1959968,3.7665725,8.354884,8.419169,1.5988892,4.191424,6.1535473,3.6697867,0.9166485,3.1514816,1050
7.142891,3.588343,8.257199,8.325474,1.5658888,4.1227574,6.1830335,3.8327978,0.9430548,3.1840756,1052
8.615245,5.0554833,8.699339,8.599171,1.8529557,5.090794,5.209337,2.6962323,-0.40797472,2.560432,1054
9.022124,6.828362,8.618935,8.885751,2.0648584,5.952941,4.611041,1.6684257,-0.78378016,2.2587094,1055
8.997936,6.9111953,8.540808,8.701769,2.4282365,6.0371485,4.748759,2.1071835,-0.57432324,2.5021152,1056
8.927125,6.5519094,8.598879,8.738961,2.1793387,5.756093,4.736756,2.2603474,-0.55024725,2.5964437,1057
8.943296,6.5688424,8.678703,8.81263,2.0159721,5.809793,4.603063,1.6623969,-0.8646747,2.018171,1058
9.60633,9.203052,8.297713,8.428368,3.3066292,7.725738,4.351762,1.2772042,-0.42023245,2.2779484,1059
9.039114,7.1586776,8.502098,8.645237,2.6146564,6.1943154,4.714657,2.0461488,-0.6709586,2.4354703,1060
8.880373,6.117218,8.825299,8.845343,1.6258855,5.5725327,4.497667,1.4703896,-0.83436036,1.5390899,1061
8.906781,6.61265,8.6568985,8.752478,2.1390178,5.910912,4.6680856,1.5350639,-0.98194945,1.7961406,1062
8.827282,5.8580236,8.907018,8.851867,1.5265559,5.4203134,4.459854,1.3990458,-0.9211099,1.3769373,1063
8.842336,6.267834,8.640231,8.694919,2.0242205,5.5818887,4.7172723,2.1989543,-0.89757705,2.2862096,1064
8.864771,6.310517,8.629701,8.695162,2.05337,5.6182,4.7080235,2.170419,-0.87999713,2.2681723,1065
8.941337,6.8595757,8.611356,8.490697,2.325388,5.8924055,4.3698187,1.7941372,-1.6142952,1.6819934,1066
8.885515,6.4237857,8.591134,8.731145,2.1129303,5.7311287,4.8259206,2.2375977,-0.6527498,2.4918802,1068
8.874602,6.3803754,8.59762,8.7236185,2.0941422,5.701251,4.82445,2.2495005,-0.6717387,2.4764185,1069
8.917488,6.5357924,8.630978,8.705979,2.125539,5.7543726,4.6584425,2.0881436,-0.7282847,2.32631,1070
8.850652,6.3266873,8.607003,8.711599,2.072953,5.655568,4.8208957,2.2710755,-0.7000474,2.449594,1071
9.015211,7.1253986,8.619437,8.391318,2.4605849,5.922808,4.113849,1.7158535,-2.05927,1.5063766,1072
9.235787,7.1487575,8.659375,8.897645,1.9377353,5.989186,4.49195,1.834607,-0.31010282,2.4855921,1073
8.967937,6.9266896,8.621109,8.448083,2.4006853,5.8278027,4.2754803,1.9029704,-1.7921796,1.7530499,1076
8.954121,6.8913903,8.615647,8.457057,2.379422,5.834992,4.302119,1.8878714,-1.749161,1.7360915,1077
8.911496,6.4472947,8.619716,8.720303,2.102966,5.6925993,4.730482,2.235344,-0.68140346,2.4680545,1079
8.870183,6.358098,8.602766,8.71813,2.0955,5.686019,4.832199,2.266818,-0.647978,2.4767966,1080
9.632393,8.196478,8.964963,8.857633,1.7765758,6.7220154,4.006909,-0.09137389,-1.1350198,0.8662348,1083
8.952549,6.678054,8.572647,8.78376,2.2655518,5.8968267,4.8042517,2.137958,-0.4394382,2.5569615,1085
8.931435,6.5546346,8.594711,8.751612,2.179958,5.742156,4.7467103,2.267457,-0.49282306,2.6377337,1086
7.147767,3.6036546,8.266104,8.334022,1.5688554,4.1290655,6.1797924,3.8185253,0.9401519,3.1808712,1087
8.603022,5.060198,8.703004,8.589501,1.834759,5.0796537,5.210104,2.6846745,-0.3946137,2.5558136,1089
9.717667,9.463856,8.309592,7.1903234,2.9678686,9.234169,4.4121723,1.6258918,0.009507236,2.2604053,1090
9.721561,9.447435,8.315787,7.1838446,2.9465864,9.231862,4.401634,1.6035712,-0.0017410631,2.2334177,1091
9.718547,9.458968,8.313296,7.1926737,2.9549232,9.231812,4.4056087,1.6050327,-0.0013599899,2.2404182,1092
9.7097,9.432554,8.317806,7.2442203,2.9650078,9.162085,4.403094,1.6002178,-0.029344054,2.247746,1093
9.119414,7.358246,8.420508,8.865941,2.3180728,6.2726455,4.6402836,1.9757586,-0.8303677,2.7902238,1094
9.081932,7.1461577,8.485326,8.875375,2.2046907,6.1340466,4.63178,1.9446656,-0.82665473,2.6966345,1096
7.122697,3.5713718,8.23473,8.30269,1.5509552,4.102453,6.1990895,3.8506854,0.95885,3.1999903,1097
8.61843,5.0620294,8.693819,8.596951,1.8610235,5.0956817,5.206682,2.7027867,-0.4111171,2.5707533,1099
8.9683895,6.662093,8.578787,8.770565,2.2461286,5.871672,4.778345,2.211339,-0.39205003,2.6357534,1100
7.148294,3.604376,8.266292,8.334147,1.568683,4.128784,6.1800456,3.8178635,0.9402685,3.1806252,1101
8.609705,5.0475135,8.679122,8.589498,1.8727748,5.089324,5.226859,2.7207692,-0.4011253,2.585125,1103
8.921175,6.529674,8.580684,8.768568,2.1827178,5.747134,4.7502813,2.3140528,-0.45128658,2.690398,1104
8.949739,6.4689865,8.759964,8.880815,1.8884236,5.816661,4.657945,1.3759836,-0.68837655,1.7740335,1105
9.000986,6.7160645,8.657054,8.880499,2.0123193,5.8913393,4.626807,1.6254588,-0.79039866,2.1550815,1106
9.68303,8.237099,9.041325,8.949995,2.1187255,6.8086543,4.110512,-0.18936174,-0.44166782,1.0563782,1108
8.930796,6.638659,8.562681,8.765051,2.3177814,5.8973813,4.885899,2.2261553,-0.3877706,2.5927107,1109
9.77071,9.314863,8.456964,8.704155,2.1107426,8.044281,3.8617148,-0.14560695,-0.9618759,1.7771095,1110
9.806692,9.6647835,8.240326,9.002439,3.1619933,7.593856,4.263378,0.7810016,-0.25607893,2.3936749,1111
9.879825,9.864775,8.205567,9.06503,3.2452822,7.5329933,4.172711,0.87398386,-0.2875342,2.5522015,1112
9.778129,9.328423,8.46003,8.717761,2.085957,8.044914,3.8268292,-0.20514819,-0.96490043,1.7333323,1113
8.616057,5.061249,8.699722,8.599394,1.8497826,5.092987,5.208389,2.6824987,-0.40079722,2.5521479,1117
9.4272585,8.692366,8.360707,8.755439,2.181483,7.5853925,3.9689322,-0.2167171,-1.5938265,1.0491568,1118
9.294119,7.5357413,8.921721,8.847356,2.1915367,6.804432,4.575247,-0.08303241,-0.47950912,0.72313255,1120
9.137109,7.6233187,8.651496,8.929427,2.5409613,6.89453,4.8741956,0.0013025878,-0.5829604,0.62376165,1121
9.171112,7.930237,8.431567,8.942318,2.7008665,7.202908,4.9902716,0.28178462,-0.23005015,1.0281215,1122
9.196999,8.010275,8.410817,9.096668,2.777354,6.8696733,4.928848,0.35737136,-0.46651098,0.9912685,1123
8.795846,6.5276074,8.50315,8.715331,2.582987,5.9557905,5.3029466,2.3325222,-0.46115056,2.5364625,1125
8.9997835,7.408427,8.506931,8.564805,2.7721648,6.806548,4.8652964,1.0663916,-0.80033576,1.4155881,1126
8.8825445,6.715438,8.504529,8.72464,2.4276347,5.999218,4.9894614,2.1765292,-0.69117796,2.5284264,1127
9.861185,8.332795,9.2875595,8.900939,1.9626364,6.686712,3.814818,-0.45115528,-0.54763204,0.8059537,1129
9.294927,8.384971,8.39678,8.682518,2.8215435,7.212676,4.447151,0.37256855,-1.0977246,0.86029035,1130
9.471595,9.1880245,8.227189,8.727664,3.1595595,7.4680753,4.2500696,-0.11857379,-1.2883848,0.07216664,1131
9.442444,9.101165,8.242039,8.661609,3.1482477,7.5135546,4.2950325,-0.06287525,-1.2133862,0.09115994,1132
9.484853,9.145088,8.256699,8.82377,3.533454,7.446355,4.5783076,0.40765238,-0.6659102,1.0012411,1133
9.810956,9.764055,8.225585,9.133945,3.435309,7.2223816,4.2103324,0.6529646,-0.5495787,1.8444533,1134
9.631898,9.202861,8.354494,8.93324,3.4054918,7.3698454,4.5614142,0.6671763,-0.27517396,1.7459817,1135
9.500272,9.258163,8.245713,8.758058,3.2878525,7.406455,4.266873,-0.14532,-1.2226156,0.0022275215,1136
9.526359,9.2792635,8.275657,8.855746,3.2718866,7.376557,4.3142524,-0.18143968,-1.2340457,0.17807831,1137
9.467654,9.074489,8.1945095,8.73451,2.6301124,7.6373563,4.2263846,-0.26424518,-1.0453367,0.048383184,1138
9.508857,9.22572,8.24168,8.774994,3.0570176,7.488897,4.221918,-0.1884866,-1.2260419,0.1409779,1139
9.479835,9.22278,8.207216,8.689905,3.1508212,7.484571,4.1879396,-0.101753645,-1.3297613,0.041660376,1140
9.537047,9.175365,8.302258,8.773637,3.4175935,7.4261312,4.439419,0.4272674,-0.73830426,1.0839916,1141
9.396974,8.822384,8.223627,8.755876,2.4872828,7.523941,4.2424583,-0.17841263,-1.1066953,0.19658981,1142
9.493529,9.218934,8.254699,8.851332,3.3187099,7.324696,4.335242,-0.16462176,-1.133555,0.008526734,1143
9.806877,9.775572,8.219205,9.128001,3.467785,7.2209077,4.205651,0.6505519,-0.57741606,1.817753,1144
9.450869,9.169589,8.20461,8.69287,3.1417096,7.4958844,4.2425795,-0.11266055,-1.2936612,0.0028697345,1147
10.031077,10.398433,8.166768,9.037869,3.5256674,7.1717777,3.4786599,0.7620262,-1.1547513,2.0162249,1148
9.71244,8.438588,8.7322035,9.157562,1.7964542,6.8401814,4.1346292,0.11590969,-0.09722032,1.2894434,1149
10.031283,10.403989,8.16608,9.039161,3.5344615,7.17165,3.4796064,0.7589075,-1.1569946,2.0126383,1150
9.820398,9.872174,8.224179,8.764527,3.3624046,7.404359,3.7476654,0.6581202,-1.1203729,1.6416553,1151
10.033151,10.385995,8.168616,9.0488205,3.5049646,7.1734858,3.4959195,0.7779242,-1.1174974,2.0749438,1153
10.021683,10.375818,8.174055,9.025151,3.5087175,7.1687627,3.4689257,0.7391002,-1.1906255,1.9710531,1154
10.015402,10.369482,8.171686,9.0218935,3.5201507,7.1738276,3.4822416,0.7255398,-1.190467,1.9441615,1155
9.793252,9.638546,8.305101,8.689243,2.7501168,7.3483343,3.4172833,0.23620896,-1.654115,1.0960575,1156
10.028625,10.390859,8.169236,9.030535,3.5125706,7.1712446,3.4663258,0.7496897,-1.1744461,1.998951,1157
9.862392,8.353085,9.276332,8.912534,1.961608,6.685818,3.816905,-0.46574113,-0.55869645,0.7922473,1158
9.484089,9.23935,8.2151575,8.779452,3.2345648,7.4020166,4.2209034,-0.12013974,-1.3474183,0.066043474,1159
9.542267,9.366789,8.251016,8.791619,3.3826962,7.354623,4.2142715,-0.11693631,-1.2861722,0.076636314,1160
9.437848,8.980098,8.332883,8.542198,3.0929267,7.5866327,4.329142,0.009463173,-1.1926695,0.26406687,1161
9.553341,9.386662,8.263567,8.905102,3.4785616,7.2640247,4.2867384,-0.11205985,-1.2805818,0.20372777,1162
9.463988,9.171429,8.216668,8.739881,3.1065772,7.4673634,4.2436953,-0.14064877,-1.2933003,0.049227502,1163
9.443791,9.108276,8.238927,8.655999,3.1529818,7.5159354,4.2884994,-0.05863212,-1.21963,0.085430086,1164
9.501321,9.173054,8.26671,8.836199,3.506588,7.39858,4.525533,0.34089476,-0.75558186,0.90659195,1165
9.503333,9.1922035,8.260131,8.8214855,3.543381,7.4288373,4.5359097,0.38158974,-0.7209618,0.9614267,1166
9.466004,9.069662,8.196818,8.73251,2.6305084,7.6357164,4.225992,-0.26443702,-1.0533766,0.0479803,1167
9.474287,9.237066,8.198712,8.680833,3.1712718,7.499699,4.197699,-0.120874435,-1.3271132,-0.014441621,1168
9.4990635,9.284878,8.195866,8.691042,3.1906383,7.474203,4.15134,-0.1090824,-1.3665742,0.0068913596,1169
9.45142,9.191952,8.18993,8.679788,3.1462302,7.5068026,4.2233214,-0.11846362,-1.3060843,-0.03412146,1170
9.458271,9.210714,8.192038,8.686364,3.160737,7.501081,4.21897,-0.12383611,-1.3121859,-0.029681416,1171
9.460676,9.1762,8.215941,8.712144,3.1422017,7.468616,4.2360396,-0.108287126,-1.3114194,0.04621572,1172
9.503468,8.278307,8.475207,8.642288,1.2188889,7.757996,4.3945446,0.064516105,0.0852127,0.73148596,1178
10.02646,10.379789,8.166623,9.043849,3.521864,7.1714773,3.5031877,0.7764359,-1.1230267,2.047956,1179
9.7275505,9.516315,8.323811,8.697491,2.965543,7.3913465,3.707255,0.2699469,-1.3810743,1.102113,1181
9.859603,9.884411,8.246176,8.810746,3.1737037,7.2437387,3.5183573,0.56472236,-1.3912216,1.5395727,1182
9.998785,8.81005,8.829254,9.021456,1.7892072,6.1616783,3.4959142,1.3340667,-0.604192,2.2793472,1184
9.992215,8.82835,8.813915,9.011846,1.8340616,6.1854014,3.5075264,1.3319508,-0.6298188,2.2646818,1185
9.761325,9.997337,8.029779,8.964612,4.214151,7.7540545,4.635984,1.5171293,0.19753571,3.0729172,1186
9.649747,9.553542,8.165498,8.700762,3.7357945,7.885026,4.5782986,1.2910438,-0.01769361,2.5861847,1187
9.433954,8.406641,8.681331,8.252332,2.159445,7.9529176,4.2358646,-0.34687042,-0.99914926,0.5059477,1189
9.622069,8.326289,8.779641,8.808561,1.9738915,6.8479347,4.1279383,0.419452,-0.7811376,1.2448604,1191
9.65326,8.195758,8.984383,8.881628,1.9530187,6.6975403,4.0394382,0.06088668,-0.8221773,1.08877,1193
9.131262,7.7877593,8.411759,8.962515,2.7784083,6.8044076,4.994338,0.7956186,-0.4067413,1.4242263,1194
9.109337,7.644289,8.457714,8.934577,2.6951327,6.743581,4.9699845,0.83433557,-0.41093352,1.4428428,1195
8.981095,7.3604827,8.481473,8.664552,2.4641902,6.5926766,4.5562525,0.7810858,-1.341217,0.97306305,1196
9.390862,8.6580305,8.586374,8.407853,2.2867365,8.074985,4.1299353,-0.7756647,-1.6693121,0.4330269,1197
9.202795,7.8434143,8.323563,8.91729,2.5779023,6.50107,4.563116,1.7042425,-0.9390682,2.5876055,1199
9.22365,7.9317074,8.328362,8.929012,2.639886,6.5442576,4.558738,1.5684345,-0.9144629,2.425068,1201
9.281547,8.174311,8.444219,8.562327,2.7242937,7.218819,4.5346055,0.87657726,-0.7658542,1.4693216,1203
9.140797,7.8974795,8.388327,8.911214,2.2657955,7.1859508,4.7102833,-0.023288926,-0.69538313,0.46654552,1204
9.159361,7.8776255,8.429555,8.971529,2.2580879,7.1789265,4.7786336,-0.08969262,-0.5194882,0.49301466,1205
9.2757635,8.220328,8.501966,8.425975,2.506177,7.8552294,4.6298122,0.12099146,-0.59020245,0.999957,1206
9.191927,8.061672,8.371806,9.027447,2.7526395,7.1564245,4.9565334,0.29461676,-0.30253845,1.024565,1207
9.660239,9.500774,8.290428,7.753221,3.2052205,8.899009,4.496021,1.0922799,-0.10400768,2.1077986,1208
9.617306,9.293726,8.235595,8.716303,3.4651036,7.689823,4.575133,1.2511431,-0.038023967,2.4876206,1209
9.045995,6.3556404,8.871192,8.979518,1.5035733,5.5287848,4.5029984,1.5689877,-0.37687555,1.8982751,1211
10.236347,8.678796,9.115969,9.265843,1.4809239,5.8866944,3.6917164,1.3279227,0.61726767,2.556687,1213
9.202341,8.095143,8.450826,8.299864,2.3989284,7.701833,4.487414,0.20979333,-0.9516493,0.6227443,1215
9.753124,8.163465,8.952909,9.202729,1.9155502,6.1413445,4.1367536,0.7197819,-0.13603473,1.6431223,1216
9.778251,9.876012,8.341774,6.862369,3.0905714,10.082465,4.483234,1.1363997,0.067615725,1.93505,1217
9.778913,9.863412,8.347264,6.8731313,3.084922,10.058064,4.4776726,1.1352335,0.059647795,1.9334856,1218
9.784692,9.862684,8.3627615,6.88913,3.0848703,10.068238,4.4731283,1.0950565,0.044350155,1.9123583,1219
9.87175,8.405136,9.038601,8.986008,1.64202,6.1994815,3.692863,0.64088,-0.84264696,1.4571844,1222
9.896611,8.276359,9.013856,9.298884,1.707701,6.075823,4.0358944,0.7570535,0.16573729,1.8702558,1226
9.725023,8.277151,8.882066,8.935591,1.865386,6.44617,3.9620926,0.7232056,-0.5044419,1.5481681,1227
9.991146,8.552744,9.042139,9.03582,1.4943448,5.8484263,3.517303,1.2537065,-0.818775,1.808648,1228
10.032512,8.598199,9.068607,9.076791,1.447432,5.73247,3.4897795,1.3671143,-0.76763844,1.8683399,1229
9.611595,8.1445055,8.825369,8.929855,1.9782284,6.574765,4.1051264,0.5864806,-0.46477863,1.4470494,1230
9.045407,7.624293,8.513344,8.217672,2.6648962,7.110725,4.4108357,0.80848753,-1.3584872,0.8668004,1231
10.053084,8.624512,9.079872,9.079532,1.4363768,5.7047987,3.457418,1.4002873,-0.7888755,1.8814522,1232
9.140391,6.554879,8.883386,9.009612,1.5335134,5.569807,4.4481378,1.5426574,-0.31519654,1.9847716,1233
9.737687,8.141457,8.917695,8.914699,1.5683856,6.125111,3.834116,1.1590396,-0.65087676,1.7109153,1234
9.964086,8.470625,9.048803,9.032793,1.4532546,5.8157415,3.5365853,1.283045,-0.77600235,1.8000667,1235
9.931638,8.511209,9.007851,8.983186,1.5613513,5.9157863,3.54187,1.189146,-0.9818063,1.6914123,1236
9.992823,8.541921,9.052323,9.037628,1.4953793,5.8068223,3.5056036,1.2994373,-0.8285581,1.8070992,1237
9.834714,8.318547,9.067236,8.972076,1.6890517,6.1860867,3.675696,0.5046803,-0.95323074,1.3445426,1238
9.6551895,8.27516,8.898086,8.826479,2.151681,6.2278795,3.5920227,0.5334677,-1.5944659,1.2407181,1239
9.522662,8.19004,8.751872,8.640083,2.3347118,6.1744328,3.5470865,0.94561315,-2.0167117,1.2900168,1240
9.6269865,8.132939,8.974481,8.823349,1.9845037,6.4042044,3.7290134,0.20585863,-1.3548583,1.0180024,1241
10.1204195,8.708592,9.110528,9.113095,1.3688787,5.604583,3.3747182,1.4978856,-0.7853366,1.9452367,1242
9.325432,7.894621,8.672954,8.542607,2.0330536,7.445158,4.5100307,0.21021813,-0.34165215,0.94411373,1243
9.4658575,8.279725,8.387472,8.612923,1.154324,7.835495,4.4493117,0.16782326,0.090289675,0.72130203,1244
9.799676,8.318267,9.08009,8.818857,1.6950445,6.7804136,3.7280176,-0.09117702,-0.5776115,1.0940567,1245
9.991787,8.579079,9.020383,9.043337,1.5259486,5.9227567,3.555853,1.2236013,-0.7009375,1.8491304,1246
10.110248,8.69602,9.100238,9.1108675,1.3786547,5.631254,3.3914814,1.4786161,-0.77398336,1.9474521,1252
10.211664,8.778003,9.199984,9.128064,1.2403562,5.3782063,3.2116938,1.6798753,-0.8938015,1.9415035,1269
10.209654,8.775069,9.200824,9.127749,1.2391205,5.3813004,3.214818,1.6745166,-0.89461124,1.9374796,1271
9.970465,8.535953,9.011336,9.040459,1.5299714,5.903766,3.5816472,1.2567445,-0.72356284,1.8576217,1272
9.815698,8.292973,9.083499,8.934257,1.7099464,6.218518,3.6892803,0.45531163,-1.0125415,1.2626464,1273
9.589239,8.451539,8.564789,8.825933,2.1041133,6.685443,4.105191,1.0658092,-0.9123398,1.6845924,1274
9.713127,8.075708,8.970303,9.157769,1.8913487,6.139016,4.1130037,0.6720939,-0.25924596,1.5442196,1275
9.102802,7.3918567,8.708628,8.2780905,2.452072,6.252936,4.0212255,1.2499871,-2.1691973,1.0788066,1276
9.459453,7.950741,8.777158,8.611836,2.0565977,6.0446053,3.6056225,1.1541002,-1.8603773,1.1051717,1277
9.08127,7.3411913,8.700066,8.269132,2.4462373,6.1959853,4.016894,1.326806,-2.221649,1.0999032,1278
9.417676,7.868297,8.772572,8.597301,2.0499575,6.031735,3.6292124,1.1497195,-1.8906018,1.0335975,1279
9.090114,7.3734136,8.68322,8.285661,2.4557872,6.195848,3.995066,1.3301978,-2.203393,1.1187347,1280
9.402679,7.829499,8.808625,8.573887,2.0111678,5.986376,3.6201549,1.1723483,-1.9289753,1.0651202,1281
9.2991295,8.344962,8.444757,8.244435,2.7236533,7.763579,4.449448,0.63428617,-0.79975027,1.2486932,1283
9.439203,8.444108,8.506966,8.453107,2.6188302,6.901928,3.9181511,0.99223423,-1.5255303,1.3028787,1287
9.201645,8.053698,8.402623,9.058247,2.7982087,7.133358,5.037987,0.29616416,-0.17173627,1.0846332,1289
9.345662,8.407416,8.353402,8.659866,2.413781,7.5778503,4.61515,0.48987278,-0.5435312,1.2737993,1290
9.609742,9.50105,8.15634,8.72501,3.7999003,7.851892,4.65339,1.2639709,0.046314344,2.5387406,1291
9.625207,9.006964,8.401812,8.283726,2.7055972,8.001735,4.378265,0.9628533,-0.3244419,1.9744054,1292
9.634002,8.994389,8.452799,8.198303,2.7074645,8.065938,4.3521285,0.8931283,-0.3108603,1.8936697,1293
9.347735,8.5767765,8.389023,8.113377,2.8461707,7.984272,4.4045014,0.7230715,-0.7869545,1.3533889,1294
9.338394,8.182007,8.560896,8.343383,2.077651,7.937836,4.4554906,-0.0050093145,-0.508876,0.87483543,1295
9.214744,7.8857474,8.484639,8.834986,1.9949405,7.4048166,4.693641,-0.15319556,-0.3602332,0.5175417,1296
9.52282,7.85672,9.043886,8.80034,2.0436552,6.8829417,4.307421,-0.049986836,-0.38379985,1.0453777,1298
9.643908,8.514183,8.505444,8.914605,1.5848271,7.5422344,4.3854375,0.29286438,0.35698533,1.5238832,1301
9.318585,8.367958,8.630463,8.432464,2.4840784,7.7336903,4.330848,-0.51220906,-1.5267392,0.35291705,1302
9.504491,7.941467,8.792163,8.8442,1.3611304,7.5110354,4.414716,-0.30463395,0.21489102,1.0243104,1310
9.378015,7.860008,8.729647,8.74596,1.7499459,7.355039,4.5206437,-0.067329705,-0.1530273,0.8360773,1311
