,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,english,amr,amr_prolog
10,10,10,10,10,999,alchemie,Durch Alchemie entdeckt man neue Sachen.,3_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Durch 1:=Alchemie 2:=entdeckt 3:=man 4:=neue 5:=Sachen.,1,,Through alchemy you discover new things.,['# ::snt Through alchemy you discover new things.\n(d / discover-01\n      :ARG0 (y / you)\n      :ARG1 (t / thing\n            :ARG1-of (n / new-01))\n      :manner (a / alchemy))'],"[d, attr-instance, discover_01, attr-arg0, [y, attr-instance, you], attr-arg1, [t, attr-instance, thing, attr-arg1_of, [n, attr-instance, new_01]], attr-manner, [a, attr-instance, alchemy]]"
11,11,11,11,11,1000,alchemie,Zum Beispiel wie man Porzellan macht.,4_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=wie 3:=man 4:=Porzellan 5:=macht.,1,,"For example, how to make porcelain.","['# ::snt For example, how to make porcelain.\n(e / exemplify-01\n      :ARG0 (t / thing\n            :manner-of (m / make-01\n                  :ARG1 (p / porcelain))))']","[e, attr-instance, exemplify_01, attr-arg0, [t, attr-instance, thing, attr-manner_of, [m, attr-instance, make_01, attr-arg1, [p, attr-instance, porcelain]]]]"
12,12,12,12,12,1001,alchemie,Oder wie man Gold macht.,5_short,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=wie 2:=man 3:=Gold 4:=macht.,1,,Or how to make gold.,['# ::snt Or how to make gold.\n(o / or\n      :op2 (t / thing\n            :manner-of (m / make-01\n                  :ARG1 (g / gold))))'],"[o, attr-instance, or, attr-op2, [t, attr-instance, thing, attr-manner_of, [m, attr-instance, make_01, attr-arg1, [g, attr-instance, gold]]]]"
13,13,13,13,13,1002,alcopop,Alkopops schmecken ähnlich wie Cola.,0_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Alkopops 1:=schmecken 2:=ähnlich 3:=wie 4:=Cola.,1,,Alcopops taste similar to cola.,['# ::snt Alcopops taste similar to cola.\n(t / taste-02\n      :ARG1 (a / alcohol)\n      :ARG2 (r / resemble-01\n            :ARG1 a\n            :ARG2 (c / cola)))'],"[t, attr-instance, taste_02, attr-arg1, [a, attr-instance, alcohol], attr-arg2, [r, attr-instance, resemble_01, attr-arg1, a, attr-arg2, [c, attr-instance, cola]]]"
14,14,14,14,14,1003,alcopop,Den Alkohol schmeckt man fast nicht.,1_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Den 1:=Alkohol 2:=schmeckt 3:=man 4:=fast 5:=nicht.,1,,You can hardly taste the alcohol.,['# ::snt You can hardly taste the alcohol.\n(p / possible-01\n      :ARG1 (t / taste-01\n            :ARG0 (y / you)\n            :ARG1 (a / alcohol)\n            :degree (h / hardly)))'],"[p, attr-instance, possible_01, attr-arg1, [t, attr-instance, taste_01, attr-arg0, [y, attr-instance, you], attr-arg1, [a, attr-instance, alcohol], attr-degree, [h, attr-instance, hardly]]]"
15,15,15,15,15,1004,alcopop,Meistens werden Alkopos in bunten Flaschen verkauft.,2_long,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Meistens 1:=werden 2:=Alkopos 3:=in 4:=bunten 5:=Flaschen 6:=verkauft.,2,"[[1, 2, 3, 6], [4]]",Alkopos are usually sold in colorful bottles.,"['# ::snt Alkopos are usually sold in colorful bottles.\n(s / sell-01\n      :ARG1 (p / product\n            :name (n / name\n                  :op1 ""Alkopos""))\n      :ARG4 (b / bottle\n            :mod (c / colorful))\n      :frequency (u / usual))']","[s, attr-instance, sell_01, attr-arg1, [p, attr-instance, product, attr-name, [n, attr-instance, name, attr-op1, ""alkopos""]], attr-arg4, [b, attr-instance, bottle, attr-mod, [c, attr-instance, colorful]], attr-frequency, [u, attr-instance, usual]]"
16,16,16,16,16,1005,alcopop,Alcopop ist ein süßes Getränk.,0_short,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Alcopop 1:=ist 2:=ein 3:=süßes 4:=Getränk.,2,"[[0, 1, 4], [3]]",Alcopop is a sweet drink.,['# ::snt Alcopop is a sweet drink.\n(d / drink\n      :ARG1-of (s / sweet-05)\n      :domain (a / alcohol))'],"[d, attr-instance, drink, attr-arg1_of, [s, attr-instance, sweet_05], attr-domain, [a, attr-instance, alcohol]]"
17,17,17,17,17,1006,alcopop,In diesem Getränk ist Alkohol.,1_short,Ohne_Kategorie,2008-03-03T13:27:50Z,1165823e29d5567f66ef3bbbcbfabcad,0:=In 1:=diesem 2:=Getränk 3:=ist 4:=Alkohol.,1,,This drink contains alcohol.,['# ::snt This drink contains alcohol.\n(c / contain-01\n      :ARG0 (d / drink\n            :mod (t / this))\n      :ARG1 (a / alcohol))'],"[c, attr-instance, contain_01, attr-arg0, [d, attr-instance, drink, attr-mod, [t, attr-instance, this]], attr-arg1, [a, attr-instance, alcohol]]"
18,18,18,18,18,1007,aldous-huxley,Aldous Huxley kommt am 26. Juli 1894 auf die Welt.,0_long,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,0:=Aldous 1:=Huxley 2:=kommt 3:=am 4:=26. 5:=Juli 6:=1894 7:=auf 8:=die 9:=Welt.,1,,"Aldous Huxley was born on July 26, 1894.","['# ::snt Aldous Huxley was born on July 26, 1894.\n(b / bear-02\n      :ARG1 (p / person\n            :name (n / name\n                  :op1 ""Aldous""\n                  :op2 ""Huxley""))\n      :time (d / date-entity\n            :year 1894\n            :month 7\n            :day 26))']","[b, attr-instance, bear_02, attr-arg1, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""aldous"", attr-op2, ""huxley""]], attr-time, [d, attr-instance, date_entity, attr-year, 1894, attr-month, 7, attr-day, 26]]"
19,19,19,19,22,1012,aldous-huxley,Aldous Huxley war ein Schrift-steller.,0_short,Personen|Seiten_mit_defekten_Dateilinks,2022-01-31T17:31:47Z,e800bebc9060331edfac65e663a55570,0:=Aldous 1:=Huxley 2:=war 3:=ein 4:=Schrift-steller.,1,,Aldous Huxley was a writer.,"['# ::snt Aldous Huxley was a writer.\n(w / write-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Aldous""\n                  :op2 ""Huxley"")))']","[w, attr-instance, write_01, attr-arg0, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""aldous"", attr-op2, ""huxley""]]]"
20,20,20,20,23,1013,aleppo,Aleppo ist eine sehr alte Stadt.,0_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=eine 3:=sehr 4:=alte 5:=Stadt.,2,"[[3, 4], [5]]",Aleppo is a very old city.,"['# ::snt Aleppo is a very old city.\n(c / city\n      :mod (o / old\n            :degree (v / very))\n      :domain (c2 / city\n            :name (n / name\n                  :op1 ""Aleppo"")))']","[c, attr-instance, city, attr-mod, [o, attr-instance, old, attr-degree, [v, attr-instance, very]], attr-domain, [c2, attr-instance, city, attr-name, [n, attr-instance, name, attr-op1, ""aleppo""]]]"
21,21,21,21,24,1014,aleppo,Menschen haben hier schon 3 Tausend Jahre vor Christus gelebt.,1_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Menschen 1:=haben 2:=hier 3:=schon 4:=3 5:=Tausend 6:=Jahre 7:=vor 8:=Christus 9:=gelebt.,1,,People lived here as early as 3 thousand years before Christ.,"['# ::snt People lived here as early as 3 thousand years before Christ.\n(l / live-01\n      :ARG0 (p / person)\n      :location (h / here)\n      :time (b / before\n            :op1 (p2 / person\n                  :name (n / name\n                        :op1 ""Christ""))\n            :quant (t / temporal-quantity\n                  :quant 3000\n                  :unit (y / year)\n                  :mod (e / early))))']","[l, attr-instance, live_01, attr-arg0, [p, attr-instance, person], attr-location, [h, attr-instance, here], attr-time, [b, attr-instance, before, attr-op1, [p2, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""christ""]], attr-quant, [t, attr-instance, temporal_quantity, attr-quant, 3000, attr-unit, [y, attr-instance, year], attr-mod, [e, attr-instance, early]]]]"
22,22,22,22,25,1015,aleppo,"Im Jahr 2008 haben ungefähr 1,7 Millionen Menschen in Aleppo gewohnt.",2_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,"0:=Im 1:=Jahr 2:=2008 3:=haben 4:=ungefähr 5:=1,7 6:=Millionen 7:=Menschen 8:=in 9:=Aleppo 10:=gewohnt.",2,"[[0, 1, 2], [4, 5, 6]]","In 2008, approximately 1.7 million people lived in Aleppo.","['# ::snt In 2008, approximately 1.7 million people lived in Aleppo.\n(l / live-01\n      :ARG0 (p / person\n            :quant (a / approximately\n                  :op1 1700000))\n      :location (c / city\n            :name (n / name\n                  :op1 ""Aleppo""))\n      :time (d / date-entity\n            :year 2008))']","[l, attr-instance, live_01, attr-arg0, [p, attr-instance, person, attr-quant, [a, attr-instance, approximately, attr-op1, 1700000]], attr-location, [c, attr-instance, city, attr-name, [n, attr-instance, name, attr-op1, ""aleppo""]], attr-time, [d, attr-instance, date_entity, attr-year, 2008]]"
23,23,23,23,26,1016,aleppo,Die meisten Menschen in Aleppo sind Araber und Kurden.,3_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Aleppo 5:=sind 6:=Araber 7:=und 8:=Kurden.,2,"[[6], [8]]",Most people in Aleppo are Arabs and Kurds.,"['# ::snt Most people in Aleppo are Arabs and Kurds.\n(p / person\n      :quant (m / most)\n      :location (c / city\n            :name (n / name\n                  :op1 ""Aleppo""))\n      :consist-of (a / and\n            :op1 (p2 / person\n                  :mod (e / ethnic-group\n                        :name (n2 / name\n                              :op1 ""Arab"")))\n            :op2 (p3 / person\n                  :mod (e2 / ethnic-group\n                        :name (n3 / name\n                              :op1 ""Kurd"")))))']","[p, attr-instance, person, attr-quant, [m, attr-instance, most], attr-location, [c, attr-instance, city, attr-name, [n, attr-instance, name, attr-op1, ""aleppo""]], attr-consist_of, [a, attr-instance, and, attr-op1, [p2, attr-instance, person, attr-mod, [e, attr-instance, ethnic_group, attr-name, [n2, attr-instance, name, attr-op1, ""arab""]]], attr-op2, [p3, attr-instance, person, attr-mod, [e2, attr-instance, ethnic_group, attr-name, [n3, attr-instance, name, attr-op1, ""kurd""]]]]]"
24,24,24,24,27,1017,aleppo,Das heißt: \newline Die meisten Menschen in Aleppo sind Muslime.,4_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Aleppo 8:=sind 9:=Muslime.,1,,This means: \newline Most people in Aleppo are Muslims.,"['# ::snt This means: \\newline Most people in Aleppo are Muslims.\n(m / mean-01\n      :ARG1 (t / this)\n      :ARG2 (r / religious-group\n            :name (n / name\n                  :op1 ""Muslim"")\n            :domain (p / person\n                  :quant (m2 / most)\n                  :location (c / city\n                        :name (n2 / name\n                              :op1 ""Aleppo""))))\n      :mod (n3 / newline))']","[m, attr-instance, mean_01, attr-arg1, [t, attr-instance, this], attr-arg2, [r, attr-instance, religious_group, attr-name, [n, attr-instance, name, attr-op1, ""muslim""], attr-domain, [p, attr-instance, person, attr-quant, [m2, attr-instance, most], attr-location, [c, attr-instance, city, attr-name, [n2, attr-instance, name, attr-op1, ""aleppo""]]]], attr-mod, [n3, attr-instance, newline]]"
25,25,25,25,28,1018,aleppo,In Aleppo gibt es auch Christ.,5_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Aleppo 2:=gibt 3:=es 4:=auch 5:=Christ.,1,,There are also Christians in Aleppo.,"['# ::snt There are also Christians in Aleppo.\n(p / person\n      :mod (r / religious-group\n            :name (n / name\n                  :op1 ""Christian""))\n      :location (c / city\n            :name (n2 / name\n                  :op1 ""Aleppo""))\n      :mod (a / also))']","[p, attr-instance, person, attr-mod, [r, attr-instance, religious_group, attr-name, [n, attr-instance, name, attr-op1, ""christian""]], attr-location, [c, attr-instance, city, attr-name, [n2, attr-instance, name, attr-op1, ""aleppo""]], attr-mod, [a, attr-instance, also]]"
26,26,26,26,29,1019,aleppo,Ungefähr 15 Prozent der Menschen in Aleppo sind Christen.,6_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=sind 8:=Christen.,1,,About 15 percent of the people in Aleppo are Christians.,"['# ::snt About 15 percent of the people in Aleppo are Christians.\n(ii / include-91\n      :ARG1 (p / person\n            :mod (r / religious-group\n                  :name (n / name\n                        :op1 ""Christian"")))\n      :ARG2 (p2 / person\n            :location (c / city\n                  :name (n2 / name\n                        :op1 ""Aleppo"")))\n      :ARG3 (a / about\n            :op1 (p3 / percentage-entity\n                  :value 15)))']","[ii, attr-instance, include_91, attr-arg1, [p, attr-instance, person, attr-mod, [r, attr-instance, religious_group, attr-name, [n, attr-instance, name, attr-op1, ""christian""]]], attr-arg2, [p2, attr-instance, person, attr-location, [c, attr-instance, city, attr-name, [n2, attr-instance, name, attr-op1, ""aleppo""]]], attr-arg3, [a, attr-instance, about, attr-op1, [p3, attr-instance, percentage_entity, attr-value, 15]]]"
27,27,27,27,30,1020,aleppo,Im Jahr 1952 hat ein Architekt neue Straßen geplant.,7_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Im 1:=Jahr 2:=1952 3:=hat 4:=ein 5:=Architekt 6:=neue 7:=Straßen 8:=geplant.,2,"[[0, 1, 2], [3, 5, 6, 7, 8]]",In 1952 an architect planned new streets.,['# ::snt In 1952 an architect planned new streets.\n(p / plan-01\n      :ARG0 (a / architect)\n      :ARG1 (s / street\n            :ARG1-of (n / new-01))\n      :time (d / date-entity\n            :year 1952))'],"[p, attr-instance, plan_01, attr-arg0, [a, attr-instance, architect], attr-arg1, [s, attr-instance, street, attr-arg1_of, [n, attr-instance, new_01]], attr-time, [d, attr-instance, date_entity, attr-year, 1952]]"
28,28,28,28,32,1022,aleppo,Ab dem Jahr 1970 waren Bau-arbeiter in der Alt-stadt.,9_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Ab 1:=dem 2:=Jahr 3:=1970 4:=waren 5:=Bau-arbeiter 6:=in 7:=der 8:=Alt-stadt.,2,"[[0, 1, 2, 3], [5, 6, 7, 8]]",From 1970 onwards there were construction workers in the old town.,['# ::snt From 1970 onwards there were construction workers in the old town.\n(b / be-located-at-91\n      :ARG1 (p / person\n            :ARG0-of (w / work-01\n                  :ARG1 (c / construct-01)))\n      :ARG2 (t / town\n            :mod (o / old))\n      :time (o2 / onwards\n            :op1 (d / date-entity\n                  :year 1970)))'],"[b, attr-instance, be_located_at_91, attr-arg1, [p, attr-instance, person, attr-arg0_of, [w, attr-instance, work_01, attr-arg1, [c, attr-instance, construct_01]]], attr-arg2, [t, attr-instance, town, attr-mod, [o, attr-instance, old]], attr-time, [o2, attr-instance, onwards, attr-op1, [d, attr-instance, date_entity, attr-year, 1970]]]"
29,29,29,29,33,1023,aleppo,Sie haben viele alte Häuser abgerissen.,10_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Sie 1:=haben 2:=viele 3:=alte 4:=Häuser 5:=abgerissen.,2,"[[0, 1, 4, 5], [2, 3]]",They demolished many old houses.,['# ::snt They demolished many old houses.\n(d / demolish-01\n      :ARG0 (t / they)\n      :ARG1 (h / house\n            :mod (o / old)\n            :quant (m / many)))'],"[d, attr-instance, demolish_01, attr-arg0, [t, attr-instance, they], attr-arg1, [h, attr-instance, house, attr-mod, [o, attr-instance, old], attr-quant, [m, attr-instance, many]]]"
30,30,30,30,34,1024,aleppo,"Und neue, moderne Wohn-blöcke gebaut.",11_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,"0:=Und 1:=neue, 2:=moderne 3:=Wohn-blöcke 4:=gebaut.",2,"[[2], [3]]","And new, modern apartment blocks were built.","['# ::snt And new, modern apartment blocks were built.\n(a / and\n      :op2 (b / build-01\n            :ARG1 (b2 / block\n                  :mod (a2 / apartment)\n                  :ARG1-of (n / new-01)\n                  :ARG1-of (m / modern-02))))']","[a, attr-instance, and, attr-op2, [b, attr-instance, build_01, attr-arg1, [b2, attr-instance, block, attr-mod, [a2, attr-instance, apartment], attr-arg1_of, [n, attr-instance, new_01], attr-arg1_of, [m, attr-instance, modern_02]]]]"
31,31,31,31,35,1025,aleppo,Im Jahr 1986 hat die UNESCO gesagt: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,12_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,4,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]","In 1986, UNESCO said: \newline The Old City of Aleppo is now a World Heritage Site.","['# ::snt In 1986, UNESCO said:\n(s / say-01\n      :ARG0 (o / organization\n            :name (n / name\n                  :op1 ""UNESCO""))\n      :time (d / date-entity\n            :year 1986))', '# ::snt \\newline The Old City of Aleppo is now a World Heritage Site.\n(s / site\n      :mod (h / heritage\n            :mod (w / world))\n      :domain (c / city\n            :name (n / name\n                  :op1 ""Old""\n                  :op2 ""City"")\n            :location c\n            :name (n2 / name\n                  :op1 ""Aleppo""))\n      :time (n3 / now)\n      :mod (n4 / newline))']","[s, attr-instance, say_01, attr-arg0, [o, attr-instance, organization, attr-name, [n, attr-instance, name, attr-op1, ""unesco""]], attr-time, [d, attr-instance, date_entity, attr-year, 1986]]"
32,32,32,32,36,1026,aleppo,In Syrien ist Bürger-krieg.,13_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Syrien 2:=ist 3:=Bürger-krieg.,1,,There is civil war in Syria.,"['# ::snt There is civil war in Syria.\n(w / war\n      :mod (c / civil)\n      :location (c2 / country\n            :name (n / name\n                  :op1 ""Syria"")))']","[w, attr-instance, war, attr-mod, [c, attr-instance, civil], attr-location, [c2, attr-instance, country, attr-name, [n, attr-instance, name, attr-op1, ""syria""]]]"
33,33,33,33,37,1028,aleppo,Viele Stadt-teile sind kaputt.,15_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Viele 1:=Stadt-teile 2:=sind 3:=kaputt.,1,,Many parts of the city are broken.,['# ::snt Many parts of the city are broken.\n(b / break-01\n      :ARG1 (p / part\n            :quant (m / many)\n            :part-of (c / city)))'],"[b, attr-instance, break_01, attr-arg1, [p, attr-instance, part, attr-quant, [m, attr-instance, many], attr-part_of, [c, attr-instance, city]]]"
